currency,strategy_id,strategy_family,selected_signal_family,policy,horizon,signal_count,total_push_count,evaluated_signal_count,signals_per_week,market_signals_per_week,quality_scope,active_weeks,active_week_share,weekly_count_cv,median_gap_days,p90_gap_days,max_gap_days,hit_rate,hit_target,random_hit_rate_mean,random_hit_rate_p05,random_hit_rate_p95,hit_lift,hit_uplift_ratio,hit_rate_10bp,random_hit_rate_10bp_mean,hit_uplift_ratio_10bp,hit_rate_25bp,random_hit_rate_25bp_mean,hit_uplift_ratio_25bp,forward_hold_rate,random_forward_hold_rate_mean,forward_hold_uplift_ratio,forward_hold_rate_10bp,random_forward_hold_rate_10bp_mean,forward_hold_uplift_ratio_10bp,forward_hold_rate_25bp,random_forward_hold_rate_25bp_mean,forward_hold_uplift_ratio_25bp,local_min_hit_rate,random_local_min_hit_rate_mean,local_min_uplift_ratio,local_min_hit_rate_10bp,random_local_min_hit_rate_10bp_mean,local_min_uplift_ratio_10bp,local_min_hit_rate_25bp,random_local_min_hit_rate_25bp_mean,local_min_uplift_ratio_25bp,hit_p_value,week_matched_random_hit_rate_mean,week_matched_hit_lift,week_matched_hit_p_value,benefit_bps,benefit_ci_low_95,benefit_ci_high_95,benefit_p_value_vs_zero,forward_change_bps,random_forward_change_bps_mean,future_regret_bps,random_future_regret_bps_mean,first_signal,last_signal
KZT,momentum_streak_4d__spike_only,spike_policy,spike_policy,spike_only,2,26,26,26,0.16774193548387098,0.16774193548387098,pure_spike_signals,26,0.16774193548387098,2.2274511131646557,33.0,79.20000000000002,103.0,0.46153846153846156,no_lower_price_in_next_h_observations,0.39910256410256406,0.23076923076923078,0.5403846153846158,1.1564407324124641,1.1564407324124641,0.5384615384615384,0.4453846153846154,1.2089810017271156,0.6538461538461539,0.5126923076923078,1.2753188297074267,0.46153846153846156,0.39910256410256406,1.1564407324124641,0.5384615384615384,0.4453846153846154,1.2089810017271156,0.6538461538461539,0.5126923076923078,1.2753188297074267,0.46153846153846156,0.14051282051282052,3.2846715328467155,0.5384615384615384,0.17641025641025643,3.0523255813953485,0.6538461538461539,0.2296153846153846,2.847571189279732,0.3521594684385382,0.2997435897435898,1.5397775876817792,0.03986710963455149,59.783176346905414,39.839550606289265,84.25821710638549,0.0033222591362126247,26.19562129266638,1.2028923020548707,46.001080143572764,66.32816138930148,2023-09-22,2026-06-11
KZT,momentum_streak_5d__spike_only,spike_policy,spike_policy,spike_only,2,10,10,10,0.06451612903225806,0.06451612903225806,pure_spike_signals,10,0.06451612903225806,3.807886552931954,106.0,201.4,203.0,0.8,no_lower_price_in_next_h_observations,0.39866666666666667,0.2,0.6,2.0066889632107023,2.0066889632107023,0.8,0.44366666666666665,1.8031555221637867,0.8,0.5159999999999999,1.5503875968992251,0.8,0.39866666666666667,2.0066889632107023,0.8,0.44366666666666665,1.8031555221637867,0.8,0.5159999999999999,1.5503875968992251,0.8,0.13599999999999998,5.882352941176472,0.8,0.1723333333333333,4.642166344294004,0.8,0.22666666666666666,3.5294117647058827,0.006644518272425249,0.3233333333333333,2.474226804123712,0.0033222591362126247,32.5792803189835,1.053642202178711,58.43497531497438,0.009966777408637873,23.760925251967496,2.2022545704031424,64.78640078654419,65.35391215293137,2023-09-23,2026-05-13
TJS,momentum_streak_2d__spike_only,spike_policy,spike_policy,spike_only,2,83,83,83,0.535483870967742,0.535483870967742,pure_spike_signals,82,0.5290322580645161,0.9552325129115563,11.0,24.0,31.0,0.3132530120481928,no_lower_price_in_next_h_observations,0.4137751004016064,0.3373493975903614,0.4939759036144578,0.7570610501795594,0.7570610501795594,0.3493975903614458,0.45726907630522096,0.7640962585631477,0.4578313253012048,0.545582329317269,0.8391608391608392,0.3132530120481928,0.4137751004016064,0.7570610501795594,0.3493975903614458,0.45726907630522096,0.7640962585631477,0.4578313253012048,0.545582329317269,0.8391608391608392,0.3132530120481928,0.11514056224899598,2.720613882106732,0.3493975903614458,0.15277108433734937,2.2870662460567828,0.4578313253012048,0.22751004016064258,2.012356575463371,0.9800664451827242,0.2849397590361446,1.0993657505285412,0.3122923588039867,28.16565980116102,14.124520075123723,42.30092219380275,0.0033222591362126247,-40.983141777056055,0.8557064906901547,87.1220861400859,58.312301176892774,2023-09-12,2026-08-21
TJS,momentum_streak_3d__spike_only,spike_policy,spike_policy,spike_only,2,49,49,49,0.3161290322580645,0.3161290322580645,pure_spike_signals,49,0.3161290322580645,1.4708043058552858,17.5,43.0,129.0,0.2653061224489796,no_lower_price_in_next_h_observations,0.42421768707482993,0.32653061224489793,0.5306122448979592,0.6254008980115459,0.6254008980115459,0.32653061224489793,0.46802721088435373,0.6976744186046512,0.3877551020408163,0.5599319727891157,0.6925039484874256,0.2653061224489796,0.42421768707482993,0.6254008980115459,0.32653061224489793,0.46802721088435373,0.6976744186046512,0.3877551020408163,0.5599319727891157,0.6925039484874256,0.2653061224489796,0.1186394557823129,2.236238532110092,0.32653061224489793,0.155578231292517,2.09881941407958,0.3877551020408163,0.23442176870748294,1.654091700522345,0.9966777408637874,0.2510884353741496,1.0566242210782988,0.4219269102990033,34.69571931780236,19.910293169113523,49.80044395595844,0.0033222591362126247,-33.268685871006646,4.6505698823264385,76.12467902803357,55.88405351085416,2023-09-13,2026-08-22
TJS,momentum_streak_4d__spike_only,spike_policy,spike_policy,spike_only,2,28,28,28,0.18064516129032257,0.18064516129032257,pure_spike_signals,28,0.18064516129032257,2.129721645125082,25.0,70.80000000000001,135.0,0.2857142857142857,no_lower_price_in_next_h_observations,0.4228571428571429,0.25,0.5714285714285714,0.6756756756756757,0.6756756756756757,0.32142857142857145,0.4658333333333333,0.6900076667518529,0.39285714285714285,0.5554761904761903,0.7072438919845694,0.2857142857142857,0.4228571428571429,0.6756756756756757,0.32142857142857145,0.4658333333333333,0.6900076667518529,0.39285714285714285,0.5554761904761903,0.7072438919845694,0.2857142857142857,0.12095238095238095,2.3622047244094486,0.32142857142857145,0.15892857142857142,2.0224719101123596,0.39285714285714285,0.23428571428571426,1.676829268292683,0.946843853820598,0.21821428571428564,1.3093289689034373,0.23588039867109634,53.616599775318015,31.19876586618985,74.94908768586447,0.0033222591362126247,-0.11131508845213745,4.169803111199804,61.44835459697922,56.28099332659641,2023-10-25,2026-05-13
TJS,momentum_streak_5d__spike_only,spike_policy,spike_policy,spike_only,2,16,16,16,0.1032258064516129,0.1032258064516129,pure_spike_signals,16,0.1032258064516129,2.947456530637899,34.0,114.39999999999999,241.0,0.375,no_lower_price_in_next_h_observations,0.43354166666666666,0.25,0.625,0.8649687650168189,0.8649687650168189,0.375,0.475,0.7894736842105263,0.5,0.5583333333333333,0.8955223880597015,0.375,0.43354166666666666,0.8649687650168189,0.375,0.475,0.7894736842105263,0.5,0.5583333333333333,0.8955223880597015,0.375,0.121875,3.076923076923077,0.375,0.15770833333333334,2.3778071334214004,0.5,0.23354166666666668,2.1409455842997325,0.7774086378737541,0.27666666666666667,1.355421686746988,0.23588039867109634,30.00311452056453,12.24953357683458,52.62107646353739,0.013289036544850499,-13.237432309985978,7.341808322646973,69.29211181610037,56.5283951071092,2023-10-26,2026-05-14
UZS,momentum_streak_2d__spike_only,spike_policy,spike_policy,spike_only,2,88,88,88,0.567741935483871,0.567741935483871,pure_spike_signals,85,0.5483870967741935,0.9388592075334022,10.0,22.0,36.0,0.3181818181818182,no_lower_price_in_next_h_observations,0.41037878787878784,0.32897727272727273,0.5,0.7753369023444712,0.7753369023444712,0.36363636363636365,0.4675,0.7778317938745746,0.4090909090909091,0.525189393939394,0.7789397764154344,0.3181818181818182,0.41037878787878784,0.7753369023444712,0.36363636363636365,0.4675,0.7778317938745746,0.4090909090909091,0.525189393939394,0.7789397764154344,0.3181818181818182,0.12515151515151515,2.542372881355932,0.36363636363636365,0.17367424242424243,2.093784078516903,0.4090909090909091,0.24083333333333334,1.6986473733878578,0.973421926910299,0.3114772727272727,1.0215249908792412,0.4750830564784053,30.151319986955368,20.29289663972866,40.527528430083045,0.0033222591362126247,-35.18943204557649,-0.7702365345633155,88.03280984704745,62.03570136486396,2023-09-12,2026-08-22
UZS,momentum_streak_3d__spike_only,spike_policy,spike_policy,spike_only,2,53,53,53,0.3419354838709677,0.3419354838709677,pure_spike_signals,53,0.3419354838709677,1.3872736939359847,15.5,35.9,68.0,0.4528301886792453,no_lower_price_in_next_h_observations,0.4088679245283019,0.3018867924528302,0.5094339622641509,1.1075219197046609,1.1075219197046609,0.49056603773584906,0.4650314465408805,1.0549093859886394,0.5471698113207547,0.5223270440251573,1.0475617098133654,0.4528301886792453,0.4088679245283019,1.1075219197046609,0.49056603773584906,0.4650314465408805,1.0549093859886394,0.5471698113207547,0.5223270440251573,1.0475617098133654,0.4528301886792453,0.12559748427672957,3.605408112168252,0.49056603773584906,0.17685534591194965,2.773826458036985,0.5471698113207547,0.2461006289308176,2.2233580373115256,0.3089700996677741,0.2915723270440252,1.5530629853321827,0.009966777408637873,58.92813898707147,42.05610912418115,75.93901532938625,0.0033222591362126247,12.466804765444364,-2.3658740624834627,59.08052262291295,63.02418429555351,2023-09-13,2026-06-11
UZS,momentum_streak_4d__spike_only,spike_policy,spike_policy,spike_only,2,28,28,28,0.18064516129032257,0.18064516129032257,pure_spike_signals,28,0.18064516129032257,2.129721645125082,27.0,64.60000000000001,132.0,0.2857142857142857,no_lower_price_in_next_h_observations,0.41738095238095235,0.2857142857142857,0.5714285714285714,0.6845407872219054,0.6845407872219054,0.39285714285714285,0.4766666666666667,0.8241758241758241,0.42857142857142855,0.5373809523809524,0.7975188303057155,0.2857142857142857,0.41738095238095235,0.6845407872219054,0.39285714285714285,0.4766666666666667,0.8241758241758241,0.42857142857142855,0.5373809523809524,0.7975188303057155,0.2857142857142857,0.12559523809523807,2.274881516587678,0.39285714285714285,0.17988095238095236,2.183984116479153,0.42857142857142855,0.25083333333333335,1.7085904129093497,0.9568106312292359,0.19642857142857142,1.4545454545454546,0.15946843853820597,40.94771842976824,25.320605233689108,56.43777289975669,0.0033222591362126247,-26.014760635890337,0.017539945041751253,71.30925059630874,61.56266044228447,2023-10-25,2026-05-21
UZS,momentum_streak_5d__spike_only,spike_policy,spike_policy,spike_only,2,16,16,16,0.1032258064516129,0.1032258064516129,pure_spike_signals,16,0.1032258064516129,2.947456530637899,34.0,123.79999999999998,195.0,0.375,no_lower_price_in_next_h_observations,0.41479166666666667,0.1875,0.625,0.9040683073832245,0.9040683073832245,0.5625,0.47291666666666665,1.1894273127753305,0.625,0.5272916666666667,1.1853022520742789,0.375,0.41479166666666667,0.9040683073832245,0.5625,0.47291666666666665,1.1894273127753305,0.625,0.5272916666666667,1.1853022520742789,0.375,0.12979166666666667,2.889245585874799,0.5625,0.18125,3.103448275862069,0.625,0.25395833333333334,2.461033634126333,0.7275747508305648,0.20291666666666666,1.8480492813141685,0.04983388704318937,34.80147074065736,12.695245721545655,63.80559648465747,0.0033222591362126247,-7.323012237241821,-0.8152668838587501,65.005462998457,62.5941160471646,2023-10-26,2026-05-13
AMD,momentum_streak_2d__spike_only,spike_policy,spike_policy,spike_only,3,86,86,86,0.5548387096774193,0.5548387096774193,pure_spike_signals,85,0.5483870967741935,0.9188254076808565,10.0,24.0,46.0,0.26744186046511625,no_lower_price_in_next_h_observations,0.3478294573643411,0.27906976744186046,0.4186046511627907,0.7688878983730776,0.7688878983730776,0.27906976744186046,0.390891472868217,0.7139315815567675,0.3488372093023256,0.44949612403100775,0.7760627748555661,0.26744186046511625,0.3478294573643411,0.7688878983730776,0.27906976744186046,0.390891472868217,0.7139315815567675,0.3488372093023256,0.44949612403100775,0.7760627748555661,0.23255813953488372,0.09383720930232559,2.4783147459727384,0.2441860465116279,0.11558139534883721,2.112676056338028,0.32558139534883723,0.1696124031007752,1.9195612431444242,0.973421926910299,0.23213178294573641,1.1521122057104691,0.23920265780730898,21.430240566125928,13.38874623425493,31.38826259262006,0.0033222591362126247,-35.88492620583144,-0.381710780115052,110.68397917702879,82.56460527785015,2023-09-12,2026-08-22
AMD,momentum_streak_3d__spike_only,spike_policy,spike_policy,spike_only,3,51,51,51,0.32903225806451614,0.32903225806451614,pure_spike_signals,50,0.3225806451612903,1.4691496231317012,17.0,37.60000000000001,68.0,0.3137254901960784,no_lower_price_in_next_h_observations,0.3511111111111111,0.2549019607843137,0.45098039215686275,0.8935219657483247,0.8935219657483247,0.3333333333333333,0.39398692810457514,0.8460517584605176,0.35294117647058826,0.4498039215686274,0.7846556233653009,0.3137254901960784,0.3511111111111111,0.8935219657483247,0.3333333333333333,0.39398692810457514,0.8460517584605176,0.35294117647058826,0.4498039215686274,0.7846556233653009,0.3137254901960784,0.09366013071895427,3.3496161898115835,0.3333333333333333,0.11601307189542484,2.873239436619718,0.35294117647058826,0.17117647058823526,2.0618556701030935,0.7674418604651163,0.23313725490196077,1.3456686291000841,0.10299003322259136,63.35479811291491,40.68635292967436,90.8467811253308,0.0033222591362126247,-14.85249492234624,-1.174714148267564,106.46417606962825,82.23201822380001,2023-09-13,2026-07-04
AMD,momentum_streak_4d__spike_only,spike_policy,spike_policy,spike_only,3,31,31,31,0.2,0.2,pure_spike_signals,31,0.2,2.0,24.0,70.70000000000002,124.0,0.2903225806451613,no_lower_price_in_next_h_observations,0.34677419354838707,0.1935483870967742,0.4838709677419355,0.8372093023255816,0.8372093023255816,0.3225806451612903,0.3864516129032259,0.8347245409015023,0.3225806451612903,0.4467741935483872,0.7220216606498193,0.2903225806451613,0.34677419354838707,0.8372093023255816,0.3225806451612903,0.3864516129032259,0.8347245409015023,0.3225806451612903,0.4467741935483872,0.7220216606498193,0.2903225806451613,0.09397849462365591,3.0892448512585813,0.3225806451612903,0.11397849462365592,2.830188679245283,0.3225806451612903,0.1713978494623656,1.8820577164366372,0.8305647840531561,0.16688172043010752,1.7396907216494848,0.036544850498338874,59.566840830540905,41.74819447924786,76.90461251017943,0.0033222591362126247,-22.66596930998589,-0.8785589253283992,101.70739828603934,83.02453642746973,2023-10-04,2026-05-22
AMD,momentum_streak_5d__spike_only,spike_policy,spike_policy,spike_only,3,15,15,15,0.0967741935483871,0.0967741935483871,pure_spike_signals,15,0.0967741935483871,3.055050463303893,31.0,178.00000000000009,241.0,0.4,no_lower_price_in_next_h_observations,0.352,0.13333333333333333,0.5333333333333333,1.1363636363636365,1.1363636363636365,0.4,0.40155555555555555,0.9961261759822911,0.4,0.4626666666666667,0.8645533141210374,0.4,0.352,1.1363636363636365,0.4,0.40155555555555555,0.9961261759822911,0.4,0.4626666666666667,0.8645533141210374,0.4,0.09044444444444444,4.422604422604423,0.4,0.11466666666666667,3.488372093023256,0.4,0.17088888888888887,2.340702210663199,0.46511627906976744,0.2797777777777778,1.4297061159650517,0.15946843853820597,87.07140665459269,35.869790157903964,148.35257512413918,0.006644518272425249,54.14210331945667,0.857313375888306,86.47880201975984,79.68137897021923,2023-10-05,2026-05-13
KGS,momentum_streak_2d__spike_only,spike_policy,spike_policy,spike_only,3,89,89,89,0.5741935483870968,0.5741935483870968,pure_spike_signals,85,0.5483870967741935,0.9476913655712156,9.0,24.0,35.0,0.2808988764044944,no_lower_price_in_next_h_observations,0.3470411985018727,0.25842696629213485,0.42696629213483145,0.8094107489747463,0.8094107489747463,0.30337078651685395,0.39131086142322097,0.7752679938744258,0.34831460674157305,0.45662921348314606,0.7627952755905513,0.2808988764044944,0.3470411985018727,0.8094107489747463,0.30337078651685395,0.39131086142322097,0.7752679938744258,0.34831460674157305,0.45662921348314606,0.7627952755905513,0.2247191011235955,0.0947565543071161,2.3715415019762847,0.2808988764044944,0.1242696629213483,2.2603978300180834,0.33707865168539325,0.19183520599250936,1.757126122608356,0.9102990033222591,0.22397003745318347,1.2541806020066892,0.11295681063122924,17.309342122854265,8.106034893287472,26.26225690481455,0.0033222591362126247,-32.323312108656296,-2.974449579047339,103.43285865661846,80.60272713486022,2023-09-12,2026-08-21
KGS,momentum_streak_3d__spike_only,spike_policy,spike_policy,spike_only,3,55,55,55,0.3548387096774194,0.3548387096774194,pure_spike_signals,54,0.34838709677419355,1.3858792000116003,15.5,39.500000000000014,98.0,0.3090909090909091,no_lower_price_in_next_h_observations,0.34393939393939393,0.23636363636363636,0.43636363636363634,0.8986784140969163,0.8986784140969163,0.32727272727272727,0.3908484848484849,0.8373391223445494,0.38181818181818183,0.453030303030303,0.8428093645484951,0.3090909090909091,0.34393939393939393,0.8986784140969163,0.32727272727272727,0.3908484848484849,0.8373391223445494,0.38181818181818183,0.453030303030303,0.8428093645484951,0.3090909090909091,0.09466666666666668,3.2650448143405884,0.32727272727272727,0.12406060606060604,2.6380068392769913,0.38181818181818183,0.19024242424242424,2.007008601465435,0.7375415282392026,0.19993939393939392,1.5459230069718097,0.023255813953488372,62.38416210921986,40.92915704142034,86.87921607737016,0.0033222591362126247,-10.256627795272943,-2.6847489796921544,94.49765414811178,80.30432035742844,2023-09-13,2026-08-22
KGS,momentum_streak_4d__spike_only,spike_policy,spike_policy,spike_only,3,32,32,32,0.2064516129032258,0.2064516129032258,pure_spike_signals,32,0.2064516129032258,1.9605483926697653,21.0,70.0,124.0,0.25,no_lower_price_in_next_h_observations,0.3453125,0.21875,0.5,0.7239819004524887,0.7239819004524887,0.28125,0.3909375,0.7194244604316546,0.3125,0.45510416666666664,0.686655985351339,0.25,0.3453125,0.7239819004524887,0.28125,0.3909375,0.7194244604316546,0.3125,0.45510416666666664,0.686655985351339,0.25,0.100625,2.484472049689441,0.28125,0.13364583333333332,2.1044427123928293,0.3125,0.19489583333333332,1.6034206306787815,0.9069767441860465,0.15,1.6666666666666667,0.05647840531561462,64.94003210302284,40.78949123433733,91.61972737659255,0.0033222591362126247,-21.662625802253523,-4.167117654635333,88.94700845883168,81.23954692991366,2023-10-25,2026-07-28
KGS,momentum_streak_5d__spike_only,spike_policy,spike_policy,spike_only,3,16,16,16,0.1032258064516129,0.1032258064516129,pure_spike_signals,16,0.1032258064516129,2.9474565306378993,34.0,134.6,202.0,0.3125,no_lower_price_in_next_h_observations,0.343125,0.125,0.5625,0.9107468123861566,0.9107468123861566,0.3125,0.390625,0.8,0.4375,0.45645833333333335,0.9584664536741213,0.3125,0.343125,0.9107468123861566,0.3125,0.390625,0.8,0.4375,0.45645833333333335,0.9584664536741213,0.3125,0.09395833333333334,3.325942350332594,0.3125,0.120625,2.5906735751295336,0.4375,0.18458333333333332,2.3702031602708806,0.7043189368770764,0.21666666666666667,1.4423076923076923,0.2026578073089701,51.96864133115466,27.146997194761486,75.27678101256731,0.0033222591362126247,-18.882791004509325,-1.709444693743328,83.69411292360019,79.7090758840775,2023-10-26,2026-05-13
KZT,momentum_streak_2d__spike_only,spike_policy,spike_policy,spike_only,3,95,95,95,0.6129032258064516,0.6129032258064516,pure_spike_signals,90,0.5806451612903226,0.8962834929434947,9.0,18.700000000000003,49.0,0.30526315789473685,no_lower_price_in_next_h_observations,0.32571929824561396,0.25263157894736843,0.4,0.9371970268232255,0.9371970268232255,0.3263157894736842,0.37021052631578943,0.8814330395223203,0.4105263157894737,0.43115789473684213,0.9521484375,0.30526315789473685,0.32571929824561396,0.9371970268232255,0.3263157894736842,0.37021052631578943,0.8814330395223203,0.4105263157894737,0.43115789473684213,0.9521484375,0.25263157894736843,0.10122807017543861,2.4956672443674175,0.2736842105263158,0.12989473684210529,2.106969205834684,0.3368421052631579,0.17750877192982456,1.8976082229689661,0.7142857142857143,0.23196491228070176,1.3159885040084707,0.04318936877076412,45.654072275283724,30.83064833145695,62.70312836973308,0.0033222591362126247,1.0129009804161715,-3.626932003714458,90.0574163148982,91.76941849831684,2023-09-12,2026-07-28
KZT,momentum_streak_3d__spike_only,spike_policy,spike_policy,spike_only,3,49,49,49,0.3161290322580645,0.3161290322580645,pure_spike_signals,49,0.3161290322580645,1.4708043058552858,17.0,37.20000000000002,52.0,0.30612244897959184,no_lower_price_in_next_h_observations,0.322108843537415,0.22448979591836735,0.40816326530612246,0.9503695881731784,0.9503695881731784,0.32653061224489793,0.3663265306122449,0.8913649025069637,0.4489795918367347,0.4270068027210884,1.0514577027242316,0.30612244897959184,0.322108843537415,0.9503695881731784,0.32653061224489793,0.3663265306122449,0.8913649025069637,0.4489795918367347,0.4270068027210884,1.0514577027242316,0.30612244897959184,0.1029251700680272,2.9742233972240584,0.32653061224489793,0.13333333333333333,2.4489795918367347,0.4489795918367347,0.17952380952380953,2.5009473285335355,0.6777408637873754,0.1985034013605442,1.5421521590130227,0.019933554817275746,70.49720693510987,49.73980577386657,89.12108417949739,0.0033222591362126247,0.8301068659616904,-7.173573117604701,82.59170786525985,93.66637719859536,2023-09-13,2026-06-10
KZT,momentum_streak_4d__spike_only,spike_policy,spike_policy,spike_only,3,26,26,26,0.16774193548387098,0.16774193548387098,pure_spike_signals,26,0.16774193548387098,2.2274511131646557,33.0,79.20000000000002,103.0,0.4230769230769231,no_lower_price_in_next_h_observations,0.3294871794871795,0.19230769230769232,0.5,1.284046692607004,1.284046692607004,0.46153846153846156,0.37461538461538463,1.2320328542094456,0.5769230769230769,0.43397435897435893,1.329394387001477,0.4230769230769231,0.3294871794871795,1.284046692607004,0.46153846153846156,0.37461538461538463,1.2320328542094456,0.5769230769230769,0.43397435897435893,1.329394387001477,0.4230769230769231,0.10474358974358974,4.039167686658507,0.46153846153846156,0.13512820512820514,3.415559772296015,0.5769230769230769,0.17897435897435898,3.22349570200573,0.23255813953488372,0.2664102564102564,1.5880654475457172,0.026578073089700997,75.29861149150263,52.964871377667855,110.72154373782887,0.0033222591362126247,3.7769408972117167,-4.862330830915885,67.8742745440808,91.8714106633212,2023-09-22,2026-06-11
KZT,momentum_streak_5d__spike_only,spike_policy,spike_policy,spike_only,3,10,10,10,0.06451612903225806,0.06451612903225806,pure_spike_signals,10,0.06451612903225806,3.807886552931954,106.0,201.4,203.0,0.7,no_lower_price_in_next_h_observations,0.3253333333333333,0.1,0.6,2.151639344262295,2.151639344262295,0.7,0.37233333333333335,1.8800358102059085,0.7,0.43166666666666664,1.6216216216216217,0.7,0.3253333333333333,2.151639344262295,0.7,0.37233333333333335,1.8800358102059085,0.7,0.43166666666666664,1.6216216216216217,0.7,0.09766666666666667,7.167235494880546,0.7,0.12633333333333335,5.5408970976253284,0.7,0.1726666666666667,4.0540540540540535,0.026578073089700997,0.282,2.4822695035460995,0.006644518272425249,53.21001750145681,14.887774419734706,87.40648166867324,0.0033222591362126247,19.864239683844993,-2.3211105197003543,88.40331714440408,93.26411566645575,2023-09-23,2026-05-13
TJS,momentum_streak_2d__spike_only,spike_policy,spike_policy,spike_only,3,83,83,83,0.535483870967742,0.535483870967742,pure_spike_signals,82,0.5290322580645161,0.9552325129115563,11.0,24.0,31.0,0.30120481927710846,no_lower_price_in_next_h_observations,0.38044176706827304,0.30120481927710846,0.4578313253012048,0.7917238467222635,0.7917238467222635,0.3373493975903614,0.42028112449799193,0.802675585284281,0.37349397590361444,0.48445783132530135,0.7709524993782638,0.30120481927710846,0.38044176706827304,0.7917238467222635,0.3373493975903614,0.42028112449799193,0.802675585284281,0.37349397590361444,0.48445783132530135,0.7709524993782638,0.2891566265060241,0.09718875502008033,2.975206611570248,0.30120481927710846,0.12004016064257028,2.5092004014720644,0.3373493975903614,0.1702409638554217,1.9815994338287328,0.9634551495016611,0.23574297188755017,1.2776831345826238,0.06312292358803986,26.609161529681394,11.948844880168199,44.173627946670614,0.006644518272425249,-31.408338239352247,5.394453138567932,105.08002618626071,78.4761545217648,2023-09-12,2026-08-21
TJS,momentum_streak_3d__spike_only,spike_policy,spike_policy,spike_only,3,49,49,49,0.3161290322580645,0.3161290322580645,pure_spike_signals,49,0.3161290322580645,1.4708043058552858,17.5,43.0,129.0,0.2653061224489796,no_lower_price_in_next_h_observations,0.3729251700680272,0.2653061224489796,0.4897959183673469,0.7114191900766144,0.7114191900766144,0.2653061224489796,0.4158503401360544,0.6379846229347294,0.30612244897959184,0.4846938775510205,0.6315789473684209,0.2653061224489796,0.3729251700680272,0.7114191900766144,0.2653061224489796,0.4158503401360544,0.6379846229347294,0.30612244897959184,0.4846938775510205,0.6315789473684209,0.2653061224489796,0.09959183673469388,2.6639344262295084,0.2653061224489796,0.1235374149659864,2.147577092511013,0.30612244897959184,0.17564625850340135,1.7428350116189002,0.9634551495016611,0.2182312925170068,1.2157107231920201,0.21262458471760798,50.46359584362793,32.30338177080257,66.72401446425395,0.0033222591362126247,-30.356583346201734,3.7547440010585493,106.57891474268767,79.06826948303822,2023-09-13,2026-08-22
TJS,momentum_streak_4d__spike_only,spike_policy,spike_policy,spike_only,3,28,28,28,0.18064516129032257,0.18064516129032257,pure_spike_signals,28,0.18064516129032257,2.129721645125082,25.0,70.80000000000001,135.0,0.21428571428571427,no_lower_price_in_next_h_observations,0.3786904761904762,0.21428571428571427,0.5357142857142857,0.565859792518076,0.565859792518076,0.25,0.4192857142857143,0.5962521294718909,0.2857142857142857,0.4852380952380952,0.5888125613346419,0.21428571428571427,0.3786904761904762,0.565859792518076,0.25,0.4192857142857143,0.5962521294718909,0.2857142857142857,0.4852380952380952,0.5888125613346419,0.21428571428571427,0.09547619047619046,2.2443890274314215,0.25,0.11976190476190476,2.0874751491053676,0.2857142857142857,0.175,1.6326530612244898,0.9700996677740864,0.17309523809523808,1.237964236588721,0.33222591362126247,69.27242822920367,43.23609182529892,103.71575475920837,0.0033222591362126247,-20.986392180727993,7.833194152050731,94.01225859118995,77.21630042193274,2023-10-25,2026-05-13
TJS,momentum_streak_5d__spike_only,spike_policy,spike_policy,spike_only,3,16,16,16,0.1032258064516129,0.1032258064516129,pure_spike_signals,16,0.1032258064516129,2.947456530637899,34.0,114.39999999999999,241.0,0.3125,no_lower_price_in_next_h_observations,0.38,0.1875,0.5625,0.8223684210526315,0.8223684210526315,0.3125,0.42291666666666666,0.7389162561576355,0.375,0.49395833333333333,0.7591733445803458,0.3125,0.38,0.8223684210526315,0.3125,0.42291666666666666,0.7389162561576355,0.375,0.49395833333333333,0.7591733445803458,0.3125,0.09395833333333334,3.325942350332594,0.3125,0.11479166666666667,2.722323049001815,0.375,0.16875,2.222222222222222,0.8039867109634552,0.22895833333333335,1.3648771610555048,0.2691029900332226,46.74426496687062,25.35613459440121,73.5161993944225,0.0033222591362126247,-22.631191205810044,7.369441709095314,90.8417785331514,77.46179569818287,2023-10-26,2026-05-14
UZS,momentum_streak_2d__spike_only,spike_policy,spike_policy,spike_only,3,88,88,88,0.567741935483871,0.567741935483871,pure_spike_signals,85,0.5483870967741935,0.9388592075334022,10.0,22.0,36.0,0.29545454545454547,no_lower_price_in_next_h_observations,0.356780303030303,0.29488636363636367,0.4323863636363638,0.8281133878331034,0.8281133878331034,0.3409090909090909,0.4013257575757576,0.8494572911750824,0.38636363636363635,0.45375,0.8514901076884548,0.29545454545454547,0.356780303030303,0.8281133878331034,0.3409090909090909,0.4013257575757576,0.8494572911750824,0.38636363636363635,0.45375,0.8514901076884548,0.26136363636363635,0.09871212121212121,2.6477359938603224,0.3068181818181818,0.12791666666666668,2.398578620076991,0.3522727272727273,0.1834848484848485,1.9199009083402145,0.9501661129568106,0.24996212121212125,1.1819972723139869,0.14950166112956811,31.33630654765026,17.887106390109253,44.59495121106296,0.0033222591362126247,-18.096682472208705,-0.5272968662855443,104.35240098297912,85.8915630060186,2023-09-12,2026-08-22
