currency,strategy_id,parameters,evaluated_horizons,min_hit_lift,median_hit_lift,min_benefit_bps,min_benefit_ci_low_95,signals_per_week,passes_hard_screen,passes_case_screen
UZS,level_L60_p95,"{""higher_share"": 0.95, ""lookback"": 60}",4,0.8586147681740123,0.9644084758299613,37.2720053406354,11.934406800693003,0.3548387096774194,False,False
UZS,level_L250_p80,"{""higher_share"": 0.8, ""lookback"": 250}",4,0.800152409982854,0.8654290537843896,10.423496974625243,-2.152479306555326,0.3935483870967742,False,False
UZS,level_L120_p70,"{""higher_share"": 0.7, ""lookback"": 120}",4,0.7515209352260527,0.7963136492551561,4.776583809779378,-4.043662006859371,0.5741935483870968,False,False
UZS,level_L250_p90,"{""higher_share"": 0.9, ""lookback"": 250}",4,0.7477906186267845,0.8575092816928476,9.665074951620388,-11.761957552996096,0.32903225806451614,False,False
UZS,level_L60_p70,"{""higher_share"": 0.7, ""lookback"": 60}",4,0.6955177743431221,0.7581952048736795,6.614531279483083,-6.462865523878676,0.5806451612903226,False,False
UZS,level_L120_p95,"{""higher_share"": 0.95, ""lookback"": 120}",4,0.6360985952822688,0.679725884013812,14.981295426178542,-4.418768571346613,0.2838709677419355,False,False
UZS,level_L250_p95,"{""higher_share"": 0.95, ""lookback"": 250}",4,0.6251860672819292,0.7645340155301958,18.025442532350766,1.3332991927050675,0.25161290322580643,False,False
UZS,level_L120_p90,"{""higher_share"": 0.9, ""lookback"": 120}",4,0.6173994387277829,0.7858317964949673,16.3677070680423,4.152795838498868,0.3870967741935484,False,False
UZS,level_L20_p80,"{""higher_share"": 0.8, ""lookback"": 20}",4,0.5874125874125873,0.6321036876687652,24.013580208834107,8.113312888338847,0.49032258064516127,False,False
UZS,level_L20_p70,"{""higher_share"": 0.7, ""lookback"": 20}",4,0.5862646566164155,0.601275432736107,8.282474936356879,-3.9250145051529315,0.5290322580645161,False,False
UZS,level_L20_p90,"{""higher_share"": 0.9, ""lookback"": 20}",4,0.5711565920990005,0.6406140434806367,31.563449114032124,11.232054280092463,0.41935483870967744,False,False
UZS,level_L60_p80,"{""higher_share"": 0.8, ""lookback"": 60}",4,0.5196304849884528,0.6548390658513266,11.925099854405769,-2.615544955587864,0.5096774193548387,False,False
UZS,level_L20_p95,"{""higher_share"": 0.95, ""lookback"": 20}",4,0.5068518866153557,0.5957729541948571,30.858104369885055,18.72503310769153,0.3225806451612903,False,False
UZS,level_L60_p90,"{""higher_share"": 0.9, ""lookback"": 60}",4,0.4585597826086956,0.5456555057943245,9.129090890055297,-4.0649268036713,0.3935483870967742,False,False
