recent_years,requested_period_start,data_as_of,currency,strategy_id,signal_family,scenario,parameters,horizon,target_definition,signal_count,evaluated_signal_count,signals_per_week,hit_rate,random_hit_rate_mean,hit_lift,hit_p_value,benefit_bps,benefit_ci_low_95,benefit_ci_high_95,benefit_p_value_vs_zero,forward_change_bps,random_forward_change_bps_mean,median_gap_days,max_gap_days,first_signal,last_signal
3,2023-09-02,2026-09-02,TJS,walk_forward__corridor_exit_up__h4,corridor_exit_up,window_closing,"{""breakout_bps"": 25.0, ""direction"": ""up"", ""lookback"": 5, ""max_range_bps"": 100.0}",4,rub_per_unit_at_T_plus_h_is_higher_than_at_T,26,26,0.16774193548387098,0.7692307692307693,0.5302564102564102,1.4506769825918764,0.009966777408637873,-6.683250359758755,-27.533333947940662,9.728527596185817,0.7342192691029901,120.05886469985477,3.276583986068718,22.0,161.0,2023-09-05,2026-07-29
3,2023-09-02,2026-09-02,UZS,walk_forward__corridor_exit_up__h4,corridor_exit_up,window_closing,"{""breakout_bps"": 0.0, ""direction"": ""up"", ""lookback"": 5, ""max_range_bps"": 100.0}",4,rub_per_unit_at_T_plus_h_is_higher_than_at_T,29,29,0.1870967741935484,0.7241379310344828,0.496551724137931,1.4583333333333333,0.026578073089700997,-12.437859499858613,-39.142313404021415,9.134809354736875,0.840531561461794,79.67791310847606,-4.335243529682416,23.0,138.0,2023-09-05,2026-07-30
3,2023-09-02,2026-09-02,AMD,walk_forward__level__h4,level,favourable_now,"{""higher_share"": 0.8, ""lookback"": 20}",4,no_lower_price_in_next_h_observations,37,37,0.23870967741935484,0.21621621621621623,0.3168468468468469,0.6823997725334091,0.946843853820598,49.4904355131465,17.792053809401576,110.5267023073952,0.059800664451827246,40.616357305739726,-2.810547346640108,6.0,204.0,2024-06-20,2026-05-28
3,2023-09-02,2026-09-02,KGS,walk_forward__level__h4,level,favourable_now,"{""higher_share"": 0.8, ""lookback"": 120}",4,no_lower_price_in_next_h_observations,45,45,0.2903225806451613,0.17777777777777778,0.31666666666666665,0.5614035087719299,0.9933554817275747,42.68103309152727,13.316852647727629,94.64314368513553,0.03986710963455149,11.37253446885454,-4.571796337978956,6.0,231.0,2024-06-20,2026-06-10
3,2023-09-02,2026-09-02,KZT,walk_forward__level__h4,level,favourable_now,"{""higher_share"": 0.95, ""lookback"": 60}",4,no_lower_price_in_next_h_observations,52,52,0.33548387096774196,0.2692307692307692,0.2878846153846154,0.9352037408149632,0.6578073089700996,57.65819799826831,32.87287212442299,91.60228934850191,0.0033222591362126247,2.4124548166570823,-2.4496547766143344,6.0,182.0,2023-09-29,2026-06-17
3,2023-09-02,2026-09-02,TJS,walk_forward__level__h4,level,favourable_now,"{""higher_share"": 0.95, ""lookback"": 20}",4,no_lower_price_in_next_h_observations,44,44,0.2838709677419355,0.25,0.3402272727272727,0.7348029392117569,0.9235880398671097,47.80299124380689,26.9200663335852,73.57098312338567,0.0033222591362126247,-8.573089666463348,4.203383857222131,6.0,220.0,2023-10-25,2026-05-28
3,2023-09-02,2026-09-02,UZS,walk_forward__level__h4,level,favourable_now,"{""higher_share"": 0.95, ""lookback"": 20}",4,no_lower_price_in_next_h_observations,76,76,0.49032258064516127,0.25,0.3132894736842105,0.7979840403191937,0.9136212624584718,21.43576536631636,8.447986318088144,37.448330475275235,0.009966777408637873,-9.144111950502163,-3.641889941029093,6.0,191.0,2023-10-28,2026-06-10
3,2023-09-02,2026-09-02,AMD,walk_forward__corridor_exit_down__h5,corridor_exit_down,favourable_now,"{""breakout_bps"": 50.0, ""direction"": ""down"", ""lookback"": 5, ""max_range_bps"": 400.0}",5,no_lower_price_in_next_h_observations,14,14,0.09032258064516129,0.2857142857142857,0.27404761904761904,1.0425716768027802,0.5946843853820598,51.84901110053454,22.70266025741634,81.40164645502118,0.0033222591362126247,36.558786079228405,-3.039297338192044,43.0,297.0,2023-10-03,2026-05-20
3,2023-09-02,2026-09-02,KGS,walk_forward__corridor_exit_down__h5,corridor_exit_down,favourable_now,"{""breakout_bps"": 0.0, ""direction"": ""down"", ""lookback"": 5, ""max_range_bps"": 200.0}",5,no_lower_price_in_next_h_observations,34,34,0.21935483870967742,0.20588235294117646,0.2938235294117647,0.7007007007007007,0.8970099667774086,12.795437919825718,-6.069776993042752,28.730463978682064,0.06976744186046512,-63.09497802920705,-0.8233944570973379,25.0,80.0,2023-09-22,2026-07-25
3,2023-09-02,2026-09-02,KZT,walk_forward__corridor_exit_down__h5,corridor_exit_down,favourable_now,"{""breakout_bps"": 50.0, ""direction"": ""down"", ""lookback"": 10, ""max_range_bps"": 400.0}",5,no_lower_price_in_next_h_observations,30,30,0.1935483870967742,0.3333333333333333,0.258,1.2919896640826873,0.21262458471760798,95.97297390328028,62.86691936814797,126.83974397900077,0.0033222591362126247,11.365045784551885,-5.389159457412482,27.0,140.0,2023-09-13,2026-05-30
3,2023-09-02,2026-09-02,TJS,walk_forward__corridor_exit_down__h5,corridor_exit_down,favourable_now,"{""breakout_bps"": 25.0, ""direction"": ""down"", ""lookback"": 5, ""max_range_bps"": 400.0}",5,no_lower_price_in_next_h_observations,27,27,0.17419354838709677,0.2962962962962963,0.3064197530864197,0.9669621273166802,0.6245847176079734,89.01593611083369,41.601920447763625,126.80102649081142,0.0033222591362126247,20.85916328361007,3.800171688888736,31.0,140.0,2023-09-13,2026-05-19
3,2023-09-02,2026-09-02,UZS,walk_forward__corridor_exit_down__h5,corridor_exit_down,favourable_now,"{""breakout_bps"": 0.0, ""direction"": ""down"", ""lookback"": 10, ""max_range_bps"": 400.0}",5,no_lower_price_in_next_h_observations,48,48,0.3096774193548387,0.22916666666666666,0.29270833333333335,0.7829181494661921,0.8770764119601329,47.289986542302096,25.20995026839238,71.80089907039259,0.0033222591362126247,-33.80620216975533,-1.4935977036039714,18.0,63.0,2023-09-12,2026-08-22
3,2023-09-02,2026-09-02,AMD,walk_forward__corridor_exit_up__h5,corridor_exit_up,window_closing,"{""breakout_bps"": 0.0, ""direction"": ""up"", ""lookback"": 5, ""max_range_bps"": 100.0}",5,rub_per_unit_at_T_plus_h_is_higher_than_at_T,17,17,0.10967741935483871,0.6470588235294118,0.49941176470588233,1.2956419316843346,0.1893687707641196,3.290572297070103,-20.36464184353704,28.85748865512952,0.40863787375415284,40.95221024178854,-5.1016558322517005,41.0,324.0,2023-09-05,2026-07-24
3,2023-09-02,2026-09-02,KGS,walk_forward__corridor_exit_up__h5,corridor_exit_up,window_closing,"{""breakout_bps"": 25.0, ""direction"": ""up"", ""lookback"": 5, ""max_range_bps"": 100.0}",5,rub_per_unit_at_T_plus_h_is_higher_than_at_T,9,9,0.05806451612903226,0.6666666666666666,0.5118518518518518,1.3024602026049206,0.27906976744186046,-33.057566490473945,-86.36477105963023,13.46426946752511,0.867109634551495,155.20789570815202,-0.6435052086211303,61.0,245.0,2023-10-04,2025-09-05
3,2023-09-02,2026-09-02,KZT,walk_forward__corridor_exit_up__h5,corridor_exit_up,window_closing,"{""breakout_bps"": 50.0, ""direction"": ""up"", ""lookback"": 10, ""max_range_bps"": 400.0}",5,rub_per_unit_at_T_plus_h_is_higher_than_at_T,9,9,0.05806451612903226,0.7777777777777778,0.4977777777777777,1.5625000000000002,0.09634551495016612,-53.81916619608357,-115.26070175212371,-1.2804767900878071,0.946843853820598,128.78558990324208,1.0814966482209123,50.5,290.0,2024-11-16,2026-08-04
3,2023-09-02,2026-09-02,TJS,walk_forward__corridor_exit_up__h5,corridor_exit_up,window_closing,"{""breakout_bps"": 25.0, ""direction"": ""up"", ""lookback"": 5, ""max_range_bps"": 100.0}",5,rub_per_unit_at_T_plus_h_is_higher_than_at_T,15,15,0.0967741935483871,0.8,0.5264444444444445,1.5196285352469396,0.046511627906976744,10.30619710566453,-17.854123562041096,33.41067336532751,0.23588039867109634,105.56520389908367,1.7538393656713083,54.5,202.0,2023-09-05,2026-03-06
3,2023-09-02,2026-09-02,UZS,walk_forward__corridor_exit_up__h5,corridor_exit_up,window_closing,"{""breakout_bps"": 50.0, ""direction"": ""up"", ""lookback"": 10, ""max_range_bps"": 400.0}",5,rub_per_unit_at_T_plus_h_is_higher_than_at_T,15,15,0.0967741935483871,0.8,0.5075555555555555,1.576182136602452,0.009966777408637873,-31.643781620152982,-53.43502941699086,-5.606662470951061,0.9933554817275747,94.16083314812718,-1.5294080711175229,55.5,247.0,2023-10-03,2026-07-30
