strategy_id,signal_family,scenario,parameters,currency,signal_count,evaluation_status,exclusion_reason
corridor_exit_down_L5_r100_b25bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 25.0, ""direction"": ""down"", ""lookback"": 5, ""max_range_bps"": 100.0}",TJS,25,evaluated,
corridor_exit_down_L5_r100_b50bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 50.0, ""direction"": ""down"", ""lookback"": 5, ""max_range_bps"": 100.0}",TJS,17,evaluated,
corridor_exit_down_L5_r200_b0bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 0.0, ""direction"": ""down"", ""lookback"": 5, ""max_range_bps"": 200.0}",TJS,53,evaluated,
corridor_exit_down_L5_r200_b25bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 25.0, ""direction"": ""down"", ""lookback"": 5, ""max_range_bps"": 200.0}",TJS,44,evaluated,
corridor_exit_down_L5_r200_b50bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 50.0, ""direction"": ""down"", ""lookback"": 5, ""max_range_bps"": 200.0}",TJS,38,evaluated,
corridor_exit_down_L5_r400_b0bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 0.0, ""direction"": ""down"", ""lookback"": 5, ""max_range_bps"": 400.0}",TJS,66,evaluated,
corridor_exit_down_L5_r400_b25bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 25.0, ""direction"": ""down"", ""lookback"": 5, ""max_range_bps"": 400.0}",TJS,57,evaluated,
corridor_exit_down_L5_r400_b50bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 50.0, ""direction"": ""down"", ""lookback"": 5, ""max_range_bps"": 400.0}",TJS,47,evaluated,
corridor_exit_down_L5_r50_b0bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 0.0, ""direction"": ""down"", ""lookback"": 5, ""max_range_bps"": 50.0}",TJS,12,evaluated,
corridor_exit_down_L5_r50_b25bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 25.0, ""direction"": ""down"", ""lookback"": 5, ""max_range_bps"": 50.0}",TJS,8,evaluated,
corridor_exit_down_L5_r50_b50bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 50.0, ""direction"": ""down"", ""lookback"": 5, ""max_range_bps"": 50.0}",TJS,5,evaluated,
corridor_exit_down_L10_r100_b0bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 0.0, ""direction"": ""down"", ""lookback"": 10, ""max_range_bps"": 100.0}",UZS,3,evaluated,
corridor_exit_down_L10_r100_b25bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 25.0, ""direction"": ""down"", ""lookback"": 10, ""max_range_bps"": 100.0}",UZS,2,evaluated,
corridor_exit_down_L10_r100_b50bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 50.0, ""direction"": ""down"", ""lookback"": 10, ""max_range_bps"": 100.0}",UZS,1,evaluated,
corridor_exit_down_L10_r200_b0bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 0.0, ""direction"": ""down"", ""lookback"": 10, ""max_range_bps"": 200.0}",UZS,17,evaluated,
corridor_exit_down_L10_r200_b25bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 25.0, ""direction"": ""down"", ""lookback"": 10, ""max_range_bps"": 200.0}",UZS,15,evaluated,
corridor_exit_down_L10_r200_b50bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 50.0, ""direction"": ""down"", ""lookback"": 10, ""max_range_bps"": 200.0}",UZS,9,evaluated,
corridor_exit_down_L10_r400_b0bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 0.0, ""direction"": ""down"", ""lookback"": 10, ""max_range_bps"": 400.0}",UZS,39,evaluated,
corridor_exit_down_L10_r400_b25bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 25.0, ""direction"": ""down"", ""lookback"": 10, ""max_range_bps"": 400.0}",UZS,33,evaluated,
corridor_exit_down_L10_r400_b50bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 50.0, ""direction"": ""down"", ""lookback"": 10, ""max_range_bps"": 400.0}",UZS,26,evaluated,
corridor_exit_down_L10_r50_b0bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 0.0, ""direction"": ""down"", ""lookback"": 10, ""max_range_bps"": 50.0}",UZS,0,excluded_zero_signals,no signals in this corridor
corridor_exit_down_L10_r50_b25bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 25.0, ""direction"": ""down"", ""lookback"": 10, ""max_range_bps"": 50.0}",UZS,0,excluded_zero_signals,no signals in this corridor
corridor_exit_down_L10_r50_b50bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 50.0, ""direction"": ""down"", ""lookback"": 10, ""max_range_bps"": 50.0}",UZS,0,excluded_zero_signals,no signals in this corridor
corridor_exit_down_L20_r100_b0bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 0.0, ""direction"": ""down"", ""lookback"": 20, ""max_range_bps"": 100.0}",UZS,0,excluded_zero_signals,no signals in this corridor
corridor_exit_down_L20_r100_b25bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 25.0, ""direction"": ""down"", ""lookback"": 20, ""max_range_bps"": 100.0}",UZS,0,excluded_zero_signals,no signals in this corridor
corridor_exit_down_L20_r100_b50bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 50.0, ""direction"": ""down"", ""lookback"": 20, ""max_range_bps"": 100.0}",UZS,0,excluded_zero_signals,no signals in this corridor
corridor_exit_down_L20_r200_b0bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 0.0, ""direction"": ""down"", ""lookback"": 20, ""max_range_bps"": 200.0}",UZS,0,excluded_zero_signals,no signals in this corridor
corridor_exit_down_L20_r200_b25bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 25.0, ""direction"": ""down"", ""lookback"": 20, ""max_range_bps"": 200.0}",UZS,0,excluded_zero_signals,no signals in this corridor
corridor_exit_down_L20_r200_b50bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 50.0, ""direction"": ""down"", ""lookback"": 20, ""max_range_bps"": 200.0}",UZS,0,excluded_zero_signals,no signals in this corridor
corridor_exit_down_L20_r400_b0bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 0.0, ""direction"": ""down"", ""lookback"": 20, ""max_range_bps"": 400.0}",UZS,16,evaluated,
corridor_exit_down_L20_r400_b25bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 25.0, ""direction"": ""down"", ""lookback"": 20, ""max_range_bps"": 400.0}",UZS,13,evaluated,
corridor_exit_down_L20_r400_b50bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 50.0, ""direction"": ""down"", ""lookback"": 20, ""max_range_bps"": 400.0}",UZS,9,evaluated,
corridor_exit_down_L20_r50_b0bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 0.0, ""direction"": ""down"", ""lookback"": 20, ""max_range_bps"": 50.0}",UZS,0,excluded_zero_signals,no signals in this corridor
corridor_exit_down_L20_r50_b25bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 25.0, ""direction"": ""down"", ""lookback"": 20, ""max_range_bps"": 50.0}",UZS,0,excluded_zero_signals,no signals in this corridor
corridor_exit_down_L20_r50_b50bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 50.0, ""direction"": ""down"", ""lookback"": 20, ""max_range_bps"": 50.0}",UZS,0,excluded_zero_signals,no signals in this corridor
corridor_exit_down_L5_r100_b0bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 0.0, ""direction"": ""down"", ""lookback"": 5, ""max_range_bps"": 100.0}",UZS,32,evaluated,
corridor_exit_down_L5_r100_b25bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 25.0, ""direction"": ""down"", ""lookback"": 5, ""max_range_bps"": 100.0}",UZS,25,evaluated,
corridor_exit_down_L5_r100_b50bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 50.0, ""direction"": ""down"", ""lookback"": 5, ""max_range_bps"": 100.0}",UZS,17,evaluated,
corridor_exit_down_L5_r200_b0bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 0.0, ""direction"": ""down"", ""lookback"": 5, ""max_range_bps"": 200.0}",UZS,59,evaluated,
corridor_exit_down_L5_r200_b25bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 25.0, ""direction"": ""down"", ""lookback"": 5, ""max_range_bps"": 200.0}",UZS,48,evaluated,
corridor_exit_down_L5_r200_b50bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 50.0, ""direction"": ""down"", ""lookback"": 5, ""max_range_bps"": 200.0}",UZS,37,evaluated,
corridor_exit_down_L5_r400_b0bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 0.0, ""direction"": ""down"", ""lookback"": 5, ""max_range_bps"": 400.0}",UZS,78,evaluated,
corridor_exit_down_L5_r400_b25bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 25.0, ""direction"": ""down"", ""lookback"": 5, ""max_range_bps"": 400.0}",UZS,63,evaluated,
corridor_exit_down_L5_r400_b50bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 50.0, ""direction"": ""down"", ""lookback"": 5, ""max_range_bps"": 400.0}",UZS,53,evaluated,
corridor_exit_down_L5_r50_b0bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 0.0, ""direction"": ""down"", ""lookback"": 5, ""max_range_bps"": 50.0}",UZS,9,evaluated,
corridor_exit_down_L5_r50_b25bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 25.0, ""direction"": ""down"", ""lookback"": 5, ""max_range_bps"": 50.0}",UZS,8,evaluated,
corridor_exit_down_L5_r50_b50bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 50.0, ""direction"": ""down"", ""lookback"": 5, ""max_range_bps"": 50.0}",UZS,4,evaluated,
corridor_exit_up_L10_r100_b0bp,corridor_exit_up,window_closing,"{""breakout_bps"": 0.0, ""direction"": ""up"", ""lookback"": 10, ""max_range_bps"": 100.0}",AMD,4,evaluated,
corridor_exit_up_L10_r100_b25bp,corridor_exit_up,window_closing,"{""breakout_bps"": 25.0, ""direction"": ""up"", ""lookback"": 10, ""max_range_bps"": 100.0}",AMD,2,evaluated,
corridor_exit_up_L10_r100_b50bp,corridor_exit_up,window_closing,"{""breakout_bps"": 50.0, ""direction"": ""up"", ""lookback"": 10, ""max_range_bps"": 100.0}",AMD,2,evaluated,
corridor_exit_up_L10_r200_b0bp,corridor_exit_up,window_closing,"{""breakout_bps"": 0.0, ""direction"": ""up"", ""lookback"": 10, ""max_range_bps"": 200.0}",AMD,23,evaluated,
corridor_exit_up_L10_r200_b25bp,corridor_exit_up,window_closing,"{""breakout_bps"": 25.0, ""direction"": ""up"", ""lookback"": 10, ""max_range_bps"": 200.0}",AMD,18,evaluated,
corridor_exit_up_L10_r200_b50bp,corridor_exit_up,window_closing,"{""breakout_bps"": 50.0, ""direction"": ""up"", ""lookback"": 10, ""max_range_bps"": 200.0}",AMD,13,evaluated,
corridor_exit_up_L10_r400_b0bp,corridor_exit_up,window_closing,"{""breakout_bps"": 0.0, ""direction"": ""up"", ""lookback"": 10, ""max_range_bps"": 400.0}",AMD,47,evaluated,
corridor_exit_up_L10_r400_b25bp,corridor_exit_up,window_closing,"{""breakout_bps"": 25.0, ""direction"": ""up"", ""lookback"": 10, ""max_range_bps"": 400.0}",AMD,34,evaluated,
corridor_exit_up_L10_r400_b50bp,corridor_exit_up,window_closing,"{""breakout_bps"": 50.0, ""direction"": ""up"", ""lookback"": 10, ""max_range_bps"": 400.0}",AMD,29,evaluated,
corridor_exit_up_L10_r50_b0bp,corridor_exit_up,window_closing,"{""breakout_bps"": 0.0, ""direction"": ""up"", ""lookback"": 10, ""max_range_bps"": 50.0}",AMD,0,excluded_zero_signals,no signals in this corridor
corridor_exit_up_L10_r50_b25bp,corridor_exit_up,window_closing,"{""breakout_bps"": 25.0, ""direction"": ""up"", ""lookback"": 10, ""max_range_bps"": 50.0}",AMD,0,excluded_zero_signals,no signals in this corridor
corridor_exit_up_L10_r50_b50bp,corridor_exit_up,window_closing,"{""breakout_bps"": 50.0, ""direction"": ""up"", ""lookback"": 10, ""max_range_bps"": 50.0}",AMD,0,excluded_zero_signals,no signals in this corridor
corridor_exit_up_L20_r100_b0bp,corridor_exit_up,window_closing,"{""breakout_bps"": 0.0, ""direction"": ""up"", ""lookback"": 20, ""max_range_bps"": 100.0}",AMD,0,excluded_zero_signals,no signals in this corridor
corridor_exit_up_L20_r100_b25bp,corridor_exit_up,window_closing,"{""breakout_bps"": 25.0, ""direction"": ""up"", ""lookback"": 20, ""max_range_bps"": 100.0}",AMD,0,excluded_zero_signals,no signals in this corridor
corridor_exit_up_L20_r100_b50bp,corridor_exit_up,window_closing,"{""breakout_bps"": 50.0, ""direction"": ""up"", ""lookback"": 20, ""max_range_bps"": 100.0}",AMD,0,excluded_zero_signals,no signals in this corridor
corridor_exit_up_L20_r200_b0bp,corridor_exit_up,window_closing,"{""breakout_bps"": 0.0, ""direction"": ""up"", ""lookback"": 20, ""max_range_bps"": 200.0}",AMD,4,evaluated,
corridor_exit_up_L20_r200_b25bp,corridor_exit_up,window_closing,"{""breakout_bps"": 25.0, ""direction"": ""up"", ""lookback"": 20, ""max_range_bps"": 200.0}",AMD,2,evaluated,
corridor_exit_up_L20_r200_b50bp,corridor_exit_up,window_closing,"{""breakout_bps"": 50.0, ""direction"": ""up"", ""lookback"": 20, ""max_range_bps"": 200.0}",AMD,2,evaluated,
corridor_exit_up_L20_r400_b0bp,corridor_exit_up,window_closing,"{""breakout_bps"": 0.0, ""direction"": ""up"", ""lookback"": 20, ""max_range_bps"": 400.0}",AMD,12,evaluated,
corridor_exit_up_L20_r400_b25bp,corridor_exit_up,window_closing,"{""breakout_bps"": 25.0, ""direction"": ""up"", ""lookback"": 20, ""max_range_bps"": 400.0}",AMD,11,evaluated,
corridor_exit_up_L20_r400_b50bp,corridor_exit_up,window_closing,"{""breakout_bps"": 50.0, ""direction"": ""up"", ""lookback"": 20, ""max_range_bps"": 400.0}",AMD,11,evaluated,
corridor_exit_up_L20_r50_b0bp,corridor_exit_up,window_closing,"{""breakout_bps"": 0.0, ""direction"": ""up"", ""lookback"": 20, ""max_range_bps"": 50.0}",AMD,0,excluded_zero_signals,no signals in this corridor
corridor_exit_up_L20_r50_b25bp,corridor_exit_up,window_closing,"{""breakout_bps"": 25.0, ""direction"": ""up"", ""lookback"": 20, ""max_range_bps"": 50.0}",AMD,0,excluded_zero_signals,no signals in this corridor
corridor_exit_up_L20_r50_b50bp,corridor_exit_up,window_closing,"{""breakout_bps"": 50.0, ""direction"": ""up"", ""lookback"": 20, ""max_range_bps"": 50.0}",AMD,0,excluded_zero_signals,no signals in this corridor
corridor_exit_up_L5_r100_b0bp,corridor_exit_up,window_closing,"{""breakout_bps"": 0.0, ""direction"": ""up"", ""lookback"": 5, ""max_range_bps"": 100.0}",AMD,35,evaluated,
corridor_exit_up_L5_r100_b25bp,corridor_exit_up,window_closing,"{""breakout_bps"": 25.0, ""direction"": ""up"", ""lookback"": 5, ""max_range_bps"": 100.0}",AMD,26,evaluated,
corridor_exit_up_L5_r100_b50bp,corridor_exit_up,window_closing,"{""breakout_bps"": 50.0, ""direction"": ""up"", ""lookback"": 5, ""max_range_bps"": 100.0}",AMD,17,evaluated,
corridor_exit_up_L5_r200_b0bp,corridor_exit_up,window_closing,"{""breakout_bps"": 0.0, ""direction"": ""up"", ""lookback"": 5, ""max_range_bps"": 200.0}",AMD,60,evaluated,
corridor_exit_up_L5_r200_b25bp,corridor_exit_up,window_closing,"{""breakout_bps"": 25.0, ""direction"": ""up"", ""lookback"": 5, ""max_range_bps"": 200.0}",AMD,46,evaluated,
corridor_exit_up_L5_r200_b50bp,corridor_exit_up,window_closing,"{""breakout_bps"": 50.0, ""direction"": ""up"", ""lookback"": 5, ""max_range_bps"": 200.0}",AMD,37,evaluated,
corridor_exit_up_L5_r400_b0bp,corridor_exit_up,window_closing,"{""breakout_bps"": 0.0, ""direction"": ""up"", ""lookback"": 5, ""max_range_bps"": 400.0}",AMD,72,evaluated,
corridor_exit_up_L5_r400_b25bp,corridor_exit_up,window_closing,"{""breakout_bps"": 25.0, ""direction"": ""up"", ""lookback"": 5, ""max_range_bps"": 400.0}",AMD,57,evaluated,
corridor_exit_up_L5_r400_b50bp,corridor_exit_up,window_closing,"{""breakout_bps"": 50.0, ""direction"": ""up"", ""lookback"": 5, ""max_range_bps"": 400.0}",AMD,47,evaluated,
corridor_exit_up_L5_r50_b0bp,corridor_exit_up,window_closing,"{""breakout_bps"": 0.0, ""direction"": ""up"", ""lookback"": 5, ""max_range_bps"": 50.0}",AMD,15,evaluated,
corridor_exit_up_L5_r50_b25bp,corridor_exit_up,window_closing,"{""breakout_bps"": 25.0, ""direction"": ""up"", ""lookback"": 5, ""max_range_bps"": 50.0}",AMD,12,evaluated,
corridor_exit_up_L5_r50_b50bp,corridor_exit_up,window_closing,"{""breakout_bps"": 50.0, ""direction"": ""up"", ""lookback"": 5, ""max_range_bps"": 50.0}",AMD,4,evaluated,
corridor_exit_up_L10_r100_b0bp,corridor_exit_up,window_closing,"{""breakout_bps"": 0.0, ""direction"": ""up"", ""lookback"": 10, ""max_range_bps"": 100.0}",KGS,10,evaluated,
corridor_exit_up_L10_r100_b25bp,corridor_exit_up,window_closing,"{""breakout_bps"": 25.0, ""direction"": ""up"", ""lookback"": 10, ""max_range_bps"": 100.0}",KGS,8,evaluated,
corridor_exit_up_L10_r100_b50bp,corridor_exit_up,window_closing,"{""breakout_bps"": 50.0, ""direction"": ""up"", ""lookback"": 10, ""max_range_bps"": 100.0}",KGS,4,evaluated,
corridor_exit_up_L10_r200_b0bp,corridor_exit_up,window_closing,"{""breakout_bps"": 0.0, ""direction"": ""up"", ""lookback"": 10, ""max_range_bps"": 200.0}",KGS,23,evaluated,
corridor_exit_up_L10_r200_b25bp,corridor_exit_up,window_closing,"{""breakout_bps"": 25.0, ""direction"": ""up"", ""lookback"": 10, ""max_range_bps"": 200.0}",KGS,19,evaluated,
corridor_exit_up_L10_r200_b50bp,corridor_exit_up,window_closing,"{""breakout_bps"": 50.0, ""direction"": ""up"", ""lookback"": 10, ""max_range_bps"": 200.0}",KGS,14,evaluated,
corridor_exit_up_L10_r400_b0bp,corridor_exit_up,window_closing,"{""breakout_bps"": 0.0, ""direction"": ""up"", ""lookback"": 10, ""max_range_bps"": 400.0}",KGS,44,evaluated,
corridor_exit_up_L10_r400_b25bp,corridor_exit_up,window_closing,"{""breakout_bps"": 25.0, ""direction"": ""up"", ""lookback"": 10, ""max_range_bps"": 400.0}",KGS,35,evaluated,
corridor_exit_up_L10_r400_b50bp,corridor_exit_up,window_closing,"{""breakout_bps"": 50.0, ""direction"": ""up"", ""lookback"": 10, ""max_range_bps"": 400.0}",KGS,28,evaluated,
corridor_exit_up_L10_r50_b0bp,corridor_exit_up,window_closing,"{""breakout_bps"": 0.0, ""direction"": ""up"", ""lookback"": 10, ""max_range_bps"": 50.0}",KGS,1,evaluated,
corridor_exit_up_L10_r50_b25bp,corridor_exit_up,window_closing,"{""breakout_bps"": 25.0, ""direction"": ""up"", ""lookback"": 10, ""max_range_bps"": 50.0}",KGS,0,excluded_zero_signals,no signals in this corridor
corridor_exit_up_L10_r50_b50bp,corridor_exit_up,window_closing,"{""breakout_bps"": 50.0, ""direction"": ""up"", ""lookback"": 10, ""max_range_bps"": 50.0}",KGS,0,excluded_zero_signals,no signals in this corridor
corridor_exit_up_L20_r100_b0bp,corridor_exit_up,window_closing,"{""breakout_bps"": 0.0, ""direction"": ""up"", ""lookback"": 20, ""max_range_bps"": 100.0}",KGS,0,excluded_zero_signals,no signals in this corridor
corridor_exit_up_L20_r100_b25bp,corridor_exit_up,window_closing,"{""breakout_bps"": 25.0, ""direction"": ""up"", ""lookback"": 20, ""max_range_bps"": 100.0}",KGS,0,excluded_zero_signals,no signals in this corridor
corridor_exit_up_L20_r100_b50bp,corridor_exit_up,window_closing,"{""breakout_bps"": 50.0, ""direction"": ""up"", ""lookback"": 20, ""max_range_bps"": 100.0}",KGS,0,excluded_zero_signals,no signals in this corridor
corridor_exit_up_L20_r200_b0bp,corridor_exit_up,window_closing,"{""breakout_bps"": 0.0, ""direction"": ""up"", ""lookback"": 20, ""max_range_bps"": 200.0}",KGS,5,evaluated,
corridor_exit_up_L20_r200_b25bp,corridor_exit_up,window_closing,"{""breakout_bps"": 25.0, ""direction"": ""up"", ""lookback"": 20, ""max_range_bps"": 200.0}",KGS,4,evaluated,
corridor_exit_up_L20_r200_b50bp,corridor_exit_up,window_closing,"{""breakout_bps"": 50.0, ""direction"": ""up"", ""lookback"": 20, ""max_range_bps"": 200.0}",KGS,4,evaluated,
corridor_exit_up_L20_r400_b0bp,corridor_exit_up,window_closing,"{""breakout_bps"": 0.0, ""direction"": ""up"", ""lookback"": 20, ""max_range_bps"": 400.0}",KGS,16,evaluated,
corridor_exit_up_L20_r400_b25bp,corridor_exit_up,window_closing,"{""breakout_bps"": 25.0, ""direction"": ""up"", ""lookback"": 20, ""max_range_bps"": 400.0}",KGS,14,evaluated,
corridor_exit_up_L20_r400_b50bp,corridor_exit_up,window_closing,"{""breakout_bps"": 50.0, ""direction"": ""up"", ""lookback"": 20, ""max_range_bps"": 400.0}",KGS,12,evaluated,
corridor_exit_up_L20_r50_b0bp,corridor_exit_up,window_closing,"{""breakout_bps"": 0.0, ""direction"": ""up"", ""lookback"": 20, ""max_range_bps"": 50.0}",KGS,0,excluded_zero_signals,no signals in this corridor
corridor_exit_up_L20_r50_b25bp,corridor_exit_up,window_closing,"{""breakout_bps"": 25.0, ""direction"": ""up"", ""lookback"": 20, ""max_range_bps"": 50.0}",KGS,0,excluded_zero_signals,no signals in this corridor
corridor_exit_up_L20_r50_b50bp,corridor_exit_up,window_closing,"{""breakout_bps"": 50.0, ""direction"": ""up"", ""lookback"": 20, ""max_range_bps"": 50.0}",KGS,0,excluded_zero_signals,no signals in this corridor
corridor_exit_up_L5_r100_b0bp,corridor_exit_up,window_closing,"{""breakout_bps"": 0.0, ""direction"": ""up"", ""lookback"": 5, ""max_range_bps"": 100.0}",KGS,37,evaluated,
corridor_exit_up_L5_r100_b25bp,corridor_exit_up,window_closing,"{""breakout_bps"": 25.0, ""direction"": ""up"", ""lookback"": 5, ""max_range_bps"": 100.0}",KGS,29,evaluated,
corridor_exit_up_L5_r100_b50bp,corridor_exit_up,window_closing,"{""breakout_bps"": 50.0, ""direction"": ""up"", ""lookback"": 5, ""max_range_bps"": 100.0}",KGS,15,evaluated,
corridor_exit_up_L5_r200_b0bp,corridor_exit_up,window_closing,"{""breakout_bps"": 0.0, ""direction"": ""up"", ""lookback"": 5, ""max_range_bps"": 200.0}",KGS,62,evaluated,
corridor_exit_up_L5_r200_b25bp,corridor_exit_up,window_closing,"{""breakout_bps"": 25.0, ""direction"": ""up"", ""lookback"": 5, ""max_range_bps"": 200.0}",KGS,49,evaluated,
corridor_exit_up_L5_r200_b50bp,corridor_exit_up,window_closing,"{""breakout_bps"": 50.0, ""direction"": ""up"", ""lookback"": 5, ""max_range_bps"": 200.0}",KGS,34,evaluated,
corridor_exit_up_L5_r400_b0bp,corridor_exit_up,window_closing,"{""breakout_bps"": 0.0, ""direction"": ""up"", ""lookback"": 5, ""max_range_bps"": 400.0}",KGS,72,evaluated,
corridor_exit_up_L5_r400_b25bp,corridor_exit_up,window_closing,"{""breakout_bps"": 25.0, ""direction"": ""up"", ""lookback"": 5, ""max_range_bps"": 400.0}",KGS,56,evaluated,
corridor_exit_up_L5_r400_b50bp,corridor_exit_up,window_closing,"{""breakout_bps"": 50.0, ""direction"": ""up"", ""lookback"": 5, ""max_range_bps"": 400.0}",KGS,41,evaluated,
corridor_exit_up_L5_r50_b0bp,corridor_exit_up,window_closing,"{""breakout_bps"": 0.0, ""direction"": ""up"", ""lookback"": 5, ""max_range_bps"": 50.0}",KGS,12,evaluated,
corridor_exit_up_L5_r50_b25bp,corridor_exit_up,window_closing,"{""breakout_bps"": 25.0, ""direction"": ""up"", ""lookback"": 5, ""max_range_bps"": 50.0}",KGS,6,evaluated,
corridor_exit_up_L5_r50_b50bp,corridor_exit_up,window_closing,"{""breakout_bps"": 50.0, ""direction"": ""up"", ""lookback"": 5, ""max_range_bps"": 50.0}",KGS,1,evaluated,
corridor_exit_up_L10_r100_b0bp,corridor_exit_up,window_closing,"{""breakout_bps"": 0.0, ""direction"": ""up"", ""lookback"": 10, ""max_range_bps"": 100.0}",KZT,2,evaluated,
corridor_exit_up_L10_r100_b25bp,corridor_exit_up,window_closing,"{""breakout_bps"": 25.0, ""direction"": ""up"", ""lookback"": 10, ""max_range_bps"": 100.0}",KZT,0,excluded_zero_signals,no signals in this corridor
corridor_exit_up_L10_r100_b50bp,corridor_exit_up,window_closing,"{""breakout_bps"": 50.0, ""direction"": ""up"", ""lookback"": 10, ""max_range_bps"": 100.0}",KZT,0,excluded_zero_signals,no signals in this corridor
corridor_exit_up_L10_r200_b0bp,corridor_exit_up,window_closing,"{""breakout_bps"": 0.0, ""direction"": ""up"", ""lookback"": 10, ""max_range_bps"": 200.0}",KZT,22,evaluated,
corridor_exit_up_L10_r200_b25bp,corridor_exit_up,window_closing,"{""breakout_bps"": 25.0, ""direction"": ""up"", ""lookback"": 10, ""max_range_bps"": 200.0}",KZT,18,evaluated,
corridor_exit_up_L10_r200_b50bp,corridor_exit_up,window_closing,"{""breakout_bps"": 50.0, ""direction"": ""up"", ""lookback"": 10, ""max_range_bps"": 200.0}",KZT,13,evaluated,
corridor_exit_up_L10_r400_b0bp,corridor_exit_up,window_closing,"{""breakout_bps"": 0.0, ""direction"": ""up"", ""lookback"": 10, ""max_range_bps"": 400.0}",KZT,48,evaluated,
corridor_exit_up_L10_r400_b25bp,corridor_exit_up,window_closing,"{""breakout_bps"": 25.0, ""direction"": ""up"", ""lookback"": 10, ""max_range_bps"": 400.0}",KZT,38,evaluated,
corridor_exit_up_L10_r400_b50bp,corridor_exit_up,window_closing,"{""breakout_bps"": 50.0, ""direction"": ""up"", ""lookback"": 10, ""max_range_bps"": 400.0}",KZT,27,evaluated,
corridor_exit_up_L10_r50_b0bp,corridor_exit_up,window_closing,"{""breakout_bps"": 0.0, ""direction"": ""up"", ""lookback"": 10, ""max_range_bps"": 50.0}",KZT,0,excluded_zero_signals,no signals in this corridor
corridor_exit_up_L10_r50_b25bp,corridor_exit_up,window_closing,"{""breakout_bps"": 25.0, ""direction"": ""up"", ""lookback"": 10, ""max_range_bps"": 50.0}",KZT,0,excluded_zero_signals,no signals in this corridor
corridor_exit_up_L10_r50_b50bp,corridor_exit_up,window_closing,"{""breakout_bps"": 50.0, ""direction"": ""up"", ""lookback"": 10, ""max_range_bps"": 50.0}",KZT,0,excluded_zero_signals,no signals in this corridor
corridor_exit_up_L20_r100_b0bp,corridor_exit_up,window_closing,"{""breakout_bps"": 0.0, ""direction"": ""up"", ""lookback"": 20, ""max_range_bps"": 100.0}",KZT,0,excluded_zero_signals,no signals in this corridor
corridor_exit_up_L20_r100_b25bp,corridor_exit_up,window_closing,"{""breakout_bps"": 25.0, ""direction"": ""up"", ""lookback"": 20, ""max_range_bps"": 100.0}",KZT,0,excluded_zero_signals,no signals in this corridor
corridor_exit_up_L20_r100_b50bp,corridor_exit_up,window_closing,"{""breakout_bps"": 50.0, ""direction"": ""up"", ""lookback"": 20, ""max_range_bps"": 100.0}",KZT,0,excluded_zero_signals,no signals in this corridor
corridor_exit_up_L20_r200_b0bp,corridor_exit_up,window_closing,"{""breakout_bps"": 0.0, ""direction"": ""up"", ""lookback"": 20, ""max_range_bps"": 200.0}",KZT,1,evaluated,
