currency,signal_family,horizon,hit_rate,random_hit_rate_mean,hit_lift,benefit_bps,benefit_ci_low_95,benefit_ci_high_95,benefit_p_value_vs_zero,benefit_is_significant,signals_per_week,evaluated_signal_count,lift_floor
KZT,momentum,3,0.4444444444444444,0.3222222222222222,1.3793103448275863,43.84967668513453,5.796637239552868,72.00029644597161,0.0033222591362126247,True,0.11612903225806452,18,1.15
KZT,momentum,4,0.6,0.2803333333333333,2.140309155766944,76.30296714922035,30.778557620572457,116.30898425094794,0.0033222591362126247,True,0.06451612903225806,10,1.15
KZT,corridor_exit_down,5,0.3333333333333333,0.258,1.2919896640826873,95.97297390328028,62.86691936814797,126.83974397900077,0.0033222591362126247,True,0.1935483870967742,30,1.15
AMD,corridor_exit_up,5,0.6470588235294118,0.49941176470588233,1.2956419316843346,3.290572297070103,-20.36464184353704,28.85748865512952,0.40863787375415284,False,0.10967741935483871,17,1.15
TJS,corridor_exit_up,5,0.8,0.5264444444444445,1.5196285352469396,10.30619710566453,-17.854123562041096,33.41067336532751,0.23588039867109634,False,0.0967741935483871,15,1.15
