strategy_id,train_total_push_count,train_evaluated_signal_count,train_signals_per_week,train_hit_rate,train_random_hit_rate,train_hit_lift,train_benefit_bps,frequency_distance,sample_gate,frequency_gate,lift_gate,benefit_gate,gates_met,currency,policy,signal_family,selection_horizon,fold_start,fold_end,meets_all_train_gates
momentum_streak_3d__spike_only,74,74,0.28793774319066145,0.28378378378378377,0.288961038961039,0.9820832068023079,79.84908622727359,0.7120622568093385,True,False,False,True,2,KGS,spike_only,spike,4,2019-01-01,2020-01-01,False
momentum_streak_3d__spike_only,90,90,0.2922077922077922,0.26666666666666666,0.2774018944519621,0.9613008130081301,71.88347613242844,0.7077922077922079,True,False,False,True,2,KGS,spike_only,spike,4,2020-01-01,2021-01-01,False
momentum_streak_3d__spike_only,105,105,0.2924791086350975,0.26666666666666666,0.27832655432887854,0.9581071677105081,74.83834405996105,0.7075208913649025,True,False,False,True,2,KGS,spike_only,spike,4,2021-01-01,2022-01-01,False
momentum_streak_3d__spike_only,124,124,0.3024390243902439,0.25,0.27831386490604365,0.8982664233576643,71.49686559149686,0.697560975609756,True,False,False,True,2,KGS,spike_only,spike,4,2022-01-01,2023-01-01,False
momentum_streak_5d__spike_only,40,40,0.08658008658008658,0.3,0.2824909747292419,1.0619808306709264,140.56751776454493,0.9134199134199135,True,False,False,True,2,KGS,spike_only,spike,4,2023-01-01,2024-01-01,False
momentum_streak_5d__spike_only,46,46,0.08966861598440545,0.2608695652173913,0.29598051157125455,0.8813741277509394,130.8765269603793,0.9103313840155945,True,False,False,True,2,KGS,spike_only,spike,4,2024-01-01,2025-01-01,False
momentum_streak_5d__spike_only,49,49,0.08687943262411348,0.2857142857142857,0.3039468830689782,0.9400138696255201,127.29012533659305,0.9131205673758865,True,False,False,True,2,KGS,spike_only,spike,4,2025-01-01,2026-01-01,False
momentum_streak_5d__spike_only,55,55,0.08943089430894309,0.2727272727272727,0.29817444219066935,0.9146567717996289,121.43859532312125,0.9105691056910569,True,False,False,True,2,KGS,spike_only,spike,4,2026-01-01,2026-09-03,False
momentum_streak_3d__spike_only,65,65,0.3155339805825243,0.3076923076923077,0.2883248730964467,1.067172264355363,69.05891500133235,0.6844660194174756,True,False,False,True,2,KZT,spike_only,spike,4,2018-01-01,2019-01-01,False
momentum_streak_3d__spike_only,77,77,0.29961089494163423,0.2857142857142857,0.288961038961039,0.9887640449438201,60.892126730366854,0.7003891050583657,True,False,False,True,2,KZT,spike_only,spike,4,2019-01-01,2020-01-01,False
momentum_streak_3d__spike_only,100,100,0.3246753246753247,0.29,0.2821380243572395,1.0278657074340527,51.31819371040613,0.6753246753246753,True,False,False,True,2,KZT,spike_only,spike,4,2020-01-01,2021-01-01,False
momentum_streak_3d__spike_only,118,118,0.3286908077994429,0.2966101694915254,0.2812318419523533,1.0546820282952794,55.23397233162995,0.6713091922005572,True,False,False,True,2,KZT,spike_only,spike,4,2021-01-01,2022-01-01,False
momentum_streak_5d__spike_only,35,35,0.08536585365853659,0.3142857142857143,0.27526663280853225,1.1417501317870322,80.91332279976993,0.9146341463414634,True,False,False,True,2,KZT,spike_only,spike,4,2022-01-01,2023-01-01,False
momentum_streak_5d__spike_only,39,39,0.08441558441558442,0.28205128205128205,0.27617328519855594,1.0212837271660802,81.57413566742194,0.9155844155844156,True,False,False,True,2,KZT,spike_only,spike,4,2023-01-01,2024-01-01,False
momentum_streak_5d__spike_only,44,44,0.08576998050682261,0.29545454545454547,0.2874543239951279,1.027831278890601,88.46599356625053,0.9142300194931774,True,False,False,True,2,KZT,spike_only,spike,4,2024-01-01,2025-01-01,False
momentum_streak_5d__spike_only,47,47,0.08333333333333333,0.3191489361702128,0.2880855772777573,1.107826845015937,90.77237796673434,0.9166666666666666,True,False,False,True,2,KZT,spike_only,spike,4,2025-01-01,2026-01-01,False
momentum_streak_5d__spike_only,51,51,0.08292682926829269,0.35294117647058826,0.281947261663286,1.2517985611510793,88.1236880931457,0.9170731707317074,True,False,True,True,3,KZT,spike_only,spike,4,2026-01-01,2026-09-03,True
momentum_streak_3d__spike_only,60,60,0.2912621359223301,0.2833333333333333,0.265989847715736,1.065203562340967,89.0250336098363,0.7087378640776699,True,False,False,True,2,TJS,spike_only,spike,4,2018-01-01,2019-01-01,False
momentum_streak_3d__spike_only,70,70,0.2723735408560311,0.2857142857142857,0.27435064935064934,1.0414201183431953,81.19976059751285,0.727626459143969,True,False,False,True,2,TJS,spike_only,spike,4,2019-01-01,2020-01-01,False
momentum_streak_3d__spike_only,88,88,0.2857142857142857,0.23863636363636365,0.2679296346414073,0.8906680440771351,71.3320854051547,0.7142857142857143,True,False,False,True,2,TJS,spike_only,spike,4,2020-01-01,2021-01-01,False
momentum_streak_5d__spike_only,30,30,0.08356545961002786,0.3333333333333333,0.273678094131319,1.2179759377211605,102.44887199883756,0.9164345403899722,True,False,True,True,3,TJS,spike_only,spike,4,2021-01-01,2022-01-01,True
