strategy_id,train_total_push_count,train_evaluated_signal_count,train_signals_per_week,train_hit_rate,train_random_hit_rate,train_hit_lift,train_benefit_bps,frequency_distance,sample_gate,frequency_gate,lift_gate,benefit_gate,gates_met,currency,policy,signal_family,selection_horizon,fold_start,fold_end,meets_all_train_gates
momentum_streak_5d__spike_only,34,34,0.08292682926829269,0.29411764705882354,0.2701879126460132,1.0885670057496684,93.62912503063322,0.9170731707317074,True,False,False,True,2,TJS,spike_only,spike,4,2022-01-01,2023-01-01,False
momentum_streak_5d__spike_only,40,40,0.08658008658008658,0.3,0.2788808664259928,1.0757281553398057,95.66082242574385,0.9134199134199135,True,False,False,True,2,TJS,spike_only,spike,4,2023-01-01,2024-01-01,False
momentum_streak_5d__spike_only,45,45,0.08771929824561403,0.26666666666666666,0.2919204222492895,0.913490959666203,92.56941106761512,0.9122807017543859,True,False,False,True,2,TJS,spike_only,spike,4,2024-01-01,2025-01-01,False
momentum_streak_5d__spike_only,49,49,0.08687943262411348,0.2857142857142857,0.2987827369974179,0.9562610229276896,90.28898757572192,0.9131205673758865,True,False,False,True,2,TJS,spike_only,spike,4,2025-01-01,2026-01-01,False
momentum_streak_5d__spike_only,54,54,0.08780487804878048,0.2777777777777778,0.29986477349560514,0.9263434798947764,90.01690116154772,0.9121951219512195,True,False,False,True,2,TJS,spike_only,spike,4,2026-01-01,2026-09-03,False
momentum_streak_3d__spike_only,68,68,0.3300970873786408,0.23529411764705882,0.2568527918781726,0.9160660311555451,41.64060581142467,0.6699029126213591,True,False,False,True,2,UZS,spike_only,spike,4,2018-01-01,2019-01-01,False
momentum_streak_3d__spike_only,80,80,0.311284046692607,0.2625,0.2694805194805195,0.9740963855421687,40.849928884788596,0.688715953307393,True,False,False,True,2,UZS,spike_only,spike,4,2019-01-01,2020-01-01,False
momentum_streak_2d__spike_only,182,182,0.5909090909090909,0.23626373626373626,0.2591339648173207,0.9117436088715462,30.198352108634722,0.40909090909090906,True,False,False,True,2,UZS,spike_only,spike,4,2020-01-01,2021-01-01,False
momentum_streak_5d__spike_only,34,34,0.0947075208913649,0.2647058823529412,0.26380011621150495,1.0034335320031096,177.63101955225042,0.9052924791086351,True,False,False,True,2,UZS,spike_only,spike,4,2021-01-01,2022-01-01,False
momentum_streak_5d__spike_only,41,41,0.1,0.2682926829268293,0.26358557643473846,1.0178579820480287,153.9722919429288,0.9,True,False,False,True,2,UZS,spike_only,spike,4,2022-01-01,2023-01-01,False
momentum_streak_5d__spike_only,48,48,0.1038961038961039,0.2708333333333333,0.2685018050541516,1.0086834733893557,168.30313283113836,0.8961038961038961,True,False,False,True,2,UZS,spike_only,spike,4,2023-01-01,2024-01-01,False
momentum_streak_5d__spike_only,56,56,0.10916179337231968,0.25,0.2829882257409663,0.8834289813486369,157.7254875325898,0.8908382066276803,True,False,False,True,2,UZS,spike_only,spike,4,2024-01-01,2025-01-01,False
momentum_streak_3d__spike_only,182,182,0.32269503546099293,0.25824175824175827,0.2888233124308373,0.8941167389443253,52.05816445480929,0.677304964539007,True,False,False,True,2,UZS,spike_only,spike,4,2025-01-01,2026-01-01,False
momentum_streak_5d__spike_only,65,65,0.10569105691056911,0.26153846153846155,0.2839756592292089,0.9209890109890111,145.69551965921562,0.8943089430894309,True,False,False,True,2,UZS,spike_only,spike,4,2026-01-01,2026-09-03,False
momentum_streak_3d__spike_only,61,61,0.2975609756097561,0.32786885245901637,0.2632113821138211,1.2456484587632128,85.71724026492025,0.7024390243902439,True,False,True,True,3,AMD,spike_only,spike,5,2018-01-01,2019-01-01,True
momentum_streak_3d__spike_only,71,71,0.27626459143968873,0.352112676056338,0.27132412672623885,1.2977565994771019,76.76442606059207,0.7237354085603113,True,False,True,True,3,AMD,spike_only,spike,5,2019-01-01,2020-01-01,True
momentum_streak_3d__spike_only,85,85,0.275974025974026,0.3058823529411765,0.26201760324983076,1.1674114607083144,70.52973948741761,0.724025974025974,True,False,False,True,2,AMD,spike_only,spike,5,2020-01-01,2021-01-01,False
momentum_streak_3d__spike_only,100,100,0.2785515320334262,0.28,0.2651162790697674,1.0561403508771932,70.53033278357772,0.7214484679665738,True,False,False,True,2,AMD,spike_only,spike,5,2021-01-01,2022-01-01,False
momentum_streak_3d__spike_only,117,117,0.28536585365853656,0.27350427350427353,0.2616869918699187,1.0451580781677872,66.72590282046866,0.7146341463414634,True,False,False,True,2,AMD,spike_only,spike,5,2022-01-01,2023-01-01,False
momentum_streak_3d__spike_only,134,134,0.29067245119305857,0.27611940298507465,0.26636568848758463,1.0366177586643057,75.19095267962153,0.7093275488069415,True,False,False,True,2,AMD,spike_only,spike,5,2023-01-01,2024-01-01,False
momentum_streak_3d__spike_only,149,149,0.291015625,0.28187919463087246,0.2786352558895207,1.011642240788933,72.62645878853188,0.708984375,True,False,False,True,2,AMD,spike_only,spike,5,2024-01-01,2025-01-01,False
momentum_streak_3d__spike_only,165,165,0.2925531914893617,0.2909090909090909,0.28450184501845016,1.0225209291357151,72.75631609460939,0.7074468085106382,True,False,False,True,2,AMD,spike_only,spike,5,2025-01-01,2026-01-01,False
momentum_streak_3d__spike_only,184,184,0.2991869918699187,0.2826086956521739,0.27967534663510313,1.0104884075495504,71.49170540505627,0.7008130081300813,True,False,False,True,2,AMD,spike_only,spike,5,2026-01-01,2026-09-03,False
momentum_streak_3d__spike_only,63,63,0.3073170731707317,0.2698412698412698,0.25101626016260165,1.074995180258338,90.44726714665356,0.6926829268292682,True,False,False,True,2,KGS,spike_only,spike,5,2018-01-01,2019-01-01,False
momentum_streak_3d__spike_only,74,74,0.28793774319066145,0.25675675675675674,0.2607636068237206,0.9846341668771574,83.55112842230442,0.7120622568093385,True,False,False,True,2,KGS,spike_only,spike,5,2019-01-01,2020-01-01,False
momentum_streak_3d__spike_only,90,90,0.2922077922077922,0.24444444444444444,0.25050778605280977,0.9757957957957957,74.51790222337675,0.7077922077922079,True,False,False,True,2,KGS,spike_only,spike,5,2020-01-01,2021-01-01,False
momentum_streak_3d__spike_only,105,105,0.2924791086350975,0.24761904761904763,0.25,0.9904761904761905,76.67884281902452,0.7075208913649025,True,False,False,True,2,KGS,spike_only,spike,5,2021-01-01,2022-01-01,False
momentum_streak_3d__spike_only,124,124,0.3024390243902439,0.23387096774193547,0.24745934959349594,0.9450884281645359,72.65681242820995,0.697560975609756,True,False,False,True,2,KGS,spike_only,spike,5,2022-01-01,2023-01-01,False
momentum_streak_5d__spike_only,40,40,0.08676789587852494,0.225,0.2510158013544018,0.8963579136690647,170.3708846995126,0.913232104121475,True,False,False,True,2,KGS,spike_only,spike,5,2023-01-01,2024-01-01,False
momentum_streak_2d__spike_only,297,297,0.580078125,0.2222222222222222,0.2644191714053615,0.8404164533196792,36.47200589275524,0.419921875,True,False,False,True,2,KGS,spike_only,spike,5,2024-01-01,2025-01-01,False
momentum_streak_3d__spike_only,172,172,0.3049645390070922,0.23837209302325582,0.2734317343173432,0.8717791796127169,75.68756712867157,0.6950354609929078,True,False,False,True,2,KGS,spike_only,spike,5,2025-01-01,2026-01-01,False
momentum_streak_3d__spike_only,191,191,0.3105691056910569,0.23036649214659685,0.26817720662833955,0.8590084707156203,73.65395637074411,0.6894308943089431,True,False,False,True,2,KGS,spike_only,spike,5,2026-01-01,2026-09-03,False
momentum_streak_3d__spike_only,65,65,0.3170731707317073,0.2923076923076923,0.2632113821138211,1.1105435105435106,71.75539068974776,0.6829268292682926,True,False,False,True,2,KZT,spike_only,spike,5,2018-01-01,2019-01-01,False
momentum_streak_3d__spike_only,77,77,0.29961089494163423,0.2597402597402597,0.26157595450852966,0.9929821731063966,63.16664243077574,0.7003891050583657,True,False,False,True,2,KZT,spike_only,spike,5,2019-01-01,2020-01-01,False
momentum_streak_3d__spike_only,100,100,0.3246753246753247,0.26,0.25457007447528773,1.0213297872340426,52.89792119794948,0.6753246753246753,True,False,False,True,2,KZT,spike_only,spike,5,2020-01-01,2021-01-01,False
momentum_streak_3d__spike_only,118,118,0.3286908077994429,0.2711864406779661,0.25465116279069766,1.0649330547171272,57.39110586441609,0.6713091922005572,True,False,False,True,2,KZT,spike_only,spike,5,2021-01-01,2022-01-01,False
momentum_streak_5d__spike_only,35,35,0.08536585365853659,0.2857142857142857,0.24949186991869918,1.1451847541460576,103.43668737694595,0.9146341463414634,True,False,False,True,2,KZT,spike_only,spike,5,2022-01-01,2023-01-01,False
momentum_streak_5d__spike_only,39,39,0.08459869848156182,0.2564102564102564,0.2510158013544018,1.0214904999077659,104.27589397940282,0.9154013015184381,True,False,False,True,2,KZT,spike_only,spike,5,2023-01-01,2024-01-01,False
momentum_streak_3d__spike_only,168,168,0.328125,0.25595238095238093,0.26238830219333875,0.9754717676544301,55.14414432581422,0.671875,True,False,False,True,2,KZT,spike_only,spike,5,2024-01-01,2025-01-01,False
momentum_streak_5d__spike_only,47,47,0.08333333333333333,0.2765957446808511,0.26236162361623616,1.0542538229045098,115.9959593766903,0.9166666666666666,True,False,False,True,2,KZT,spike_only,spike,5,2025-01-01,2026-01-01,False
momentum_streak_5d__spike_only,51,51,0.08292682926829269,0.3137254901960784,0.2573554277984444,1.2190358403545385,112.47302558294871,0.9170731707317074,True,False,True,True,3,KZT,spike_only,spike,5,2026-01-01,2026-09-03,True
momentum_streak_3d__spike_only,59,59,0.28780487804878047,0.2542372881355932,0.24390243902439024,1.042372881355932,95.27953181330052,0.7121951219512195,True,False,False,True,2,TJS,spike_only,spike,5,2018-01-01,2019-01-01,False
momentum_streak_3d__spike_only,70,70,0.2723735408560311,0.24285714285714285,0.25264012997562957,0.9612769866789159,84.52893895089206,0.727626459143969,True,False,False,True,2,TJS,spike_only,spike,5,2019-01-01,2020-01-01,False
momentum_streak_3d__spike_only,88,88,0.2857142857142857,0.20454545454545456,0.24847664184157076,0.8231979192469656,74.06135297976722,0.7142857142857143,True,False,False,True,2,TJS,spike_only,spike,5,2020-01-01,2021-01-01,False
momentum_streak_5d__spike_only,30,30,0.08356545961002786,0.3,0.2517441860465116,1.1916859122401848,128.48197491464765,0.9164345403899722,True,False,False,True,2,TJS,spike_only,spike,5,2021-01-01,2022-01-01,False
momentum_streak_5d__spike_only,34,34,0.08292682926829269,0.2647058823529412,0.24491869918699186,1.0807908225530878,117.83422052487826,0.9170731707317074,True,False,False,True,2,TJS,spike_only,spike,5,2022-01-01,2023-01-01,False
momentum_streak_5d__spike_only,40,40,0.08676789587852494,0.275,0.25417607223476296,1.0819271758436946,121.3479272148029,0.913232104121475,True,False,False,True,2,TJS,spike_only,spike,5,2023-01-01,2024-01-01,False
momentum_streak_5d__spike_only,45,45,0.087890625,0.24444444444444444,0.26726238830219334,0.9146234380276933,117.90221107654793,0.912109375,True,False,False,True,2,TJS,spike_only,spike,5,2024-01-01,2025-01-01,False
momentum_streak_5d__spike_only,49,49,0.08687943262411348,0.2653061224489796,0.274169741697417,0.9676710522701679,116.45705505614504,0.9131205673758865,True,False,False,True,2,TJS,spike_only,spike,5,2025-01-01,2026-01-01,False
momentum_streak_5d__spike_only,54,54,0.08780487804878048,0.25925925925925924,0.2759553601623267,0.93949709513435,115.52978597610893,0.9121951219512195,True,False,False,True,2,TJS,spike_only,spike,5,2026-01-01,2026-09-03,False
momentum_streak_3d__spike_only,67,67,0.32682926829268294,0.22388059701492538,0.23678861788617886,0.945487156492217,46.42153960264803,0.673170731707317,True,False,False,True,2,UZS,spike_only,spike,5,2018-01-01,2019-01-01,False
momentum_streak_3d__spike_only,80,80,0.311284046692607,0.225,0.24857839155158407,0.9051470588235295,43.88287213835627,0.688715953307393,True,False,False,True,2,UZS,spike_only,spike,5,2019-01-01,2020-01-01,False
momentum_streak_2d__spike_only,182,182,0.5909090909090909,0.22527472527472528,0.23899796885578875,0.9425800828067118,27.351479119826667,0.40909090909090906,True,False,False,True,2,UZS,spike_only,spike,5,2020-01-01,2021-01-01,False
momentum_streak_5d__spike_only,34,34,0.0947075208913649,0.23529411764705882,0.24302325581395348,0.96819589079651,208.07433821196213,0.9052924791086351,True,False,False,True,2,UZS,spike_only,spike,5,2021-01-01,2022-01-01,False
momentum_streak_5d__spike_only,41,41,0.1,0.24390243902439024,0.2383130081300813,1.023454157782516,180.5161932171918,0.9,True,False,False,True,2,UZS,spike_only,spike,5,2022-01-01,2023-01-01,False
momentum_streak_5d__spike_only,48,48,0.10412147505422993,0.25,0.24288939051918737,1.0292750929368029,195.9031089587451,0.89587852494577,True,False,False,True,2,UZS,spike_only,spike,5,2023-01-01,2024-01-01,False
momentum_streak_5d__spike_only,56,56,0.109375,0.23214285714285715,0.25751421608448416,0.9014758900405588,184.98684191592324,0.890625,True,False,False,True,2,UZS,spike_only,spike,5,2024-01-01,2025-01-01,False
momentum_streak_5d__spike_only,60,60,0.10638297872340426,0.23333333333333334,0.26346863468634685,0.8856209150326798,176.3916348043243,0.8936170212765957,True,False,False,True,2,UZS,spike_only,spike,5,2025-01-01,2026-01-01,False
momentum_streak_3d__spike_only,201,201,0.32682926829268294,0.23383084577114427,0.25870815015218124,0.9038402757454558,56.761578686075076,0.673170731707317,True,False,False,True,2,UZS,spike_only,spike,5,2026-01-01,2026-09-03,False
