currency,strategy_id,signal_family,scenario,parameters,horizon,target_definition,signal_count,evaluated_signal_count,signals_per_week,hit_rate,random_hit_rate_mean,hit_lift,hit_p_value,benefit_bps,benefit_ci_low_95,benefit_ci_high_95,benefit_p_value_vs_zero,forward_change_bps,random_forward_change_bps_mean,median_gap_days,max_gap_days,first_signal,last_signal
KGS,corridor_exit_down_L10_r200_b25bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 25.0, ""direction"": ""down"", ""lookback"": 10, ""max_range_bps"": 200.0}",2,no_lower_price_in_next_h_observations,14,14,0.09032258064516129,0.35714285714285715,0.3995238095238095,0.8939213349225269,0.707641196013289,41.52119290682234,10.817730738873843,67.6540600676909,0.006644518272425249,-2.2797851533616416,0.29221340981303606,51.0,268.0,2023-11-15,2026-05-09
KGS,corridor_exit_down_L10_r200_b50bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 50.0, ""direction"": ""down"", ""lookback"": 10, ""max_range_bps"": 200.0}",2,no_lower_price_in_next_h_observations,12,12,0.07741935483870968,0.4166666666666667,0.38166666666666665,1.091703056768559,0.5348837209302325,54.372855956581105,24.79291406985433,80.51904902180466,0.0033222591362126247,18.599325611766698,-6.251664471838255,62.0,268.0,2023-11-15,2026-05-13
KGS,corridor_exit_down_L10_r400_b0bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 0.0, ""direction"": ""down"", ""lookback"": 10, ""max_range_bps"": 400.0}",2,no_lower_price_in_next_h_observations,39,39,0.25161290322580643,0.3076923076923077,0.39504273504273507,0.7788836001730852,0.9102990033222591,47.82432380454746,27.594699508842854,77.26834356581874,0.006644518272425249,-15.151596904151265,-1.5333688862835408,19.5,112.0,2023-09-13,2026-05-15
KGS,corridor_exit_down_L10_r400_b25bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 25.0, ""direction"": ""down"", ""lookback"": 10, ""max_range_bps"": 400.0}",2,no_lower_price_in_next_h_observations,34,34,0.21935483870967742,0.3235294117647059,0.3875490196078432,0.8348090058183657,0.8073089700996677,36.73606434203333,15.669881716779228,53.862541634914166,0.0033222591362126247,-37.74691843440445,-3.830590278952303,25.0,112.0,2023-09-13,2026-05-19
KGS,corridor_exit_down_L10_r400_b50bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 50.0, ""direction"": ""down"", ""lookback"": 10, ""max_range_bps"": 400.0}",2,no_lower_price_in_next_h_observations,27,27,0.17419354838709677,0.3333333333333333,0.39185185185185184,0.8506616257088847,0.7973421926910299,39.54590043647663,17.77991549133771,62.084554112436955,0.0033222591362126247,-43.464920067427116,-1.7789247800984151,28.5,140.0,2023-09-13,2026-05-19
KGS,corridor_exit_down_L20_r200_b0bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 0.0, ""direction"": ""down"", ""lookback"": 20, ""max_range_bps"": 200.0}",2,no_lower_price_in_next_h_observations,2,2,0.012903225806451613,0.5,0.405,1.2345679012345678,0.6411960132890365,20.293470831936887,16.11336520576101,24.473576458112767,0.0033222591362126247,-12.728590023913243,6.926538452263946,15.0,15.0,2025-06-24,2025-07-09
KGS,corridor_exit_down_L20_r200_b25bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 25.0, ""direction"": ""down"", ""lookback"": 20, ""max_range_bps"": 200.0}",2,no_lower_price_in_next_h_observations,1,1,0.0064516129032258064,0.0,0.36666666666666664,0.0,1.0,25.49538182454958,,,,61.02188076710702,-1.2367853800786095,,,2025-07-11,2025-07-11
KGS,corridor_exit_down_L20_r400_b0bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 0.0, ""direction"": ""down"", ""lookback"": 20, ""max_range_bps"": 400.0}",2,no_lower_price_in_next_h_observations,16,16,0.1032258064516129,0.25,0.38625,0.6472491909385114,0.9368770764119602,19.447758990039297,2.449955439672443,41.21351011770504,0.04318936877076412,-30.879942539596488,-3.9152873341217096,42.0,289.0,2024-01-11,2026-05-13
KGS,corridor_exit_down_L20_r400_b25bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 25.0, ""direction"": ""down"", ""lookback"": 20, ""max_range_bps"": 400.0}",2,no_lower_price_in_next_h_observations,13,13,0.08387096774193549,0.3076923076923077,0.3807692307692308,0.8080808080808081,0.7840531561461794,25.98029500581454,5.982350150691406,43.80024964537493,0.0033222591362126247,-8.833338453038046,-2.3939001921572776,52.0,289.0,2024-01-11,2026-05-13
KGS,corridor_exit_down_L20_r400_b50bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 50.0, ""direction"": ""down"", ""lookback"": 20, ""max_range_bps"": 400.0}",2,no_lower_price_in_next_h_observations,8,8,0.05161290322580645,0.25,0.38708333333333333,0.6458557588805167,0.8737541528239202,27.969352468600327,0.03785209439856515,53.24751972384679,0.023255813953488372,-23.769386139428086,-2.999851235354976,138.0,289.0,2024-01-11,2026-05-13
KGS,corridor_exit_down_L5_r100_b0bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 0.0, ""direction"": ""down"", ""lookback"": 5, ""max_range_bps"": 100.0}",2,no_lower_price_in_next_h_observations,34,34,0.21935483870967742,0.2647058823529412,0.38931372549019605,0.6799294887937548,0.9335548172757475,16.316026680452953,4.937644229145438,27.4672416388689,0.0033222591362126247,-49.65878643175878,-3.8983442013480634,25.0,80.0,2023-09-22,2026-07-25
KGS,corridor_exit_down_L5_r100_b25bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 25.0, ""direction"": ""down"", ""lookback"": 5, ""max_range_bps"": 100.0}",2,no_lower_price_in_next_h_observations,26,26,0.16774193548387098,0.3076923076923077,0.39564102564102566,0.7777057679844459,0.8704318936877077,31.660767482963188,16.131757269611494,46.34079881506075,0.0033222591362126247,-31.595936972554913,-0.6541379396307928,28.0,158.0,2023-10-21,2026-07-25
KGS,corridor_exit_down_L5_r100_b50bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 50.0, ""direction"": ""down"", ""lookback"": 5, ""max_range_bps"": 100.0}",2,no_lower_price_in_next_h_observations,19,19,0.12258064516129032,0.3157894736842105,0.3963157894736842,0.7968127490039841,0.8272425249169435,38.55062461670193,18.4122996076055,60.548679808656516,0.0033222591362126247,-27.620255339373756,-3.9018035233168864,29.5,189.0,2023-10-21,2026-02-17
KGS,corridor_exit_down_L5_r200_b0bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 0.0, ""direction"": ""down"", ""lookback"": 5, ""max_range_bps"": 200.0}",2,no_lower_price_in_next_h_observations,56,56,0.36129032258064514,0.26785714285714285,0.3918452380952381,0.6835789153881209,0.9900332225913622,28.788245290313803,16.887440523551653,39.27382079035852,0.0033222591362126247,-37.95192802205533,-1.7198379484580582,16.0,61.0,2023-09-12,2026-08-21
KGS,corridor_exit_down_L5_r200_b25bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 25.0, ""direction"": ""down"", ""lookback"": 5, ""max_range_bps"": 200.0}",2,no_lower_price_in_next_h_observations,47,47,0.3032258064516129,0.2765957446808511,0.3861702127659574,0.7162534435261708,0.9667774086378738,34.692643668371176,20.68007239366883,47.71512374943013,0.0033222591362126247,-46.75351642161168,-3.631325721866896,17.0,109.0,2023-09-12,2026-08-21
KGS,corridor_exit_down_L5_r200_b50bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 50.0, ""direction"": ""down"", ""lookback"": 5, ""max_range_bps"": 200.0}",2,no_lower_price_in_next_h_observations,40,40,0.25806451612903225,0.275,0.38816666666666666,0.7084585659081152,0.9534883720930233,41.255010568136996,26.713386144666693,55.60501087183681,0.0033222591362126247,-45.23660733111858,-2.6313702372325496,21.0,123.0,2023-09-13,2026-08-21
KGS,corridor_exit_down_L5_r400_b0bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 0.0, ""direction"": ""down"", ""lookback"": 5, ""max_range_bps"": 400.0}",2,no_lower_price_in_next_h_observations,72,72,0.4645161290322581,0.2638888888888889,0.3909259259259259,0.675035528185694,0.9933554817275747,38.844367710872255,23.16488788961591,62.1144849776316,0.0033222591362126247,-30.393186650630305,-1.5302060502073074,13.0,49.0,2023-09-12,2026-08-21
KGS,corridor_exit_down_L5_r400_b25bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 25.0, ""direction"": ""down"", ""lookback"": 5, ""max_range_bps"": 400.0}",2,no_lower_price_in_next_h_observations,63,63,0.4064516129032258,0.30158730158730157,0.3904761904761905,0.7723577235772358,0.9501661129568106,42.39155835264685,27.987549831255855,61.303766635336416,0.0033222591362126247,-33.00661139187392,-2.6553218569369976,12.5,93.0,2023-09-12,2026-08-21
KGS,corridor_exit_down_L5_r400_b50bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 50.0, ""direction"": ""down"", ""lookback"": 5, ""max_range_bps"": 400.0}",2,no_lower_price_in_next_h_observations,52,52,0.33548387096774196,0.28846153846153844,0.3923076923076923,0.7352941176470588,0.9568106312292359,41.85209266671453,28.980501131536624,56.036073952791575,0.0033222591362126247,-51.12484850071591,-2.8656354851038395,15.0,123.0,2023-09-13,2026-08-21
KGS,corridor_exit_down_L5_r50_b0bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 0.0, ""direction"": ""down"", ""lookback"": 5, ""max_range_bps"": 50.0}",2,no_lower_price_in_next_h_observations,14,14,0.09032258064516129,0.2857142857142857,0.39428571428571424,0.7246376811594203,0.8704318936877077,23.327238920039996,1.6452351422902294,44.13386504014874,0.019933554817275746,-28.876250884107353,2.195158234081999,61.0,245.0,2023-09-22,2026-07-25
KGS,corridor_exit_down_L5_r50_b25bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 25.0, ""direction"": ""down"", ""lookback"": 5, ""max_range_bps"": 50.0}",2,no_lower_price_in_next_h_observations,11,11,0.07096774193548387,0.2727272727272727,0.39818181818181825,0.6849315068493149,0.8770764119601329,39.235272156014986,12.096071902466148,61.56077047202594,0.0033222591362126247,-11.171338597659526,-0.2675665848859443,65.0,269.0,2023-10-21,2026-07-25
KGS,corridor_exit_down_L5_r50_b50bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 50.0, ""direction"": ""down"", ""lookback"": 5, ""max_range_bps"": 50.0}",2,no_lower_price_in_next_h_observations,8,8,0.05161290322580645,0.375,0.39791666666666664,0.9424083769633509,0.6943521594684385,44.37241741819725,10.300446056318677,72.11463615714023,0.0033222591362126247,-20.966855916979135,-1.754662821880214,58.0,269.0,2023-10-21,2025-11-22
KZT,corridor_exit_down_L10_r100_b0bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 0.0, ""direction"": ""down"", ""lookback"": 10, ""max_range_bps"": 100.0}",2,no_lower_price_in_next_h_observations,1,1,0.0064516129032258064,0.0,0.37666666666666665,0.0,1.0,1.095121904359786,,,,-50.96159388269128,-4.903186573199594,,,2024-04-25,2024-04-25
KZT,corridor_exit_down_L10_r100_b25bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 25.0, ""direction"": ""down"", ""lookback"": 10, ""max_range_bps"": 100.0}",2,no_lower_price_in_next_h_observations,1,1,0.0064516129032258064,0.0,0.38333333333333336,0.0,1.0,13.354337991930976,,,,-26.97846058976827,0.6614332954768664,,,2024-04-26,2024-04-26
KZT,corridor_exit_down_L10_r200_b0bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 0.0, ""direction"": ""down"", ""lookback"": 10, ""max_range_bps"": 200.0}",2,no_lower_price_in_next_h_observations,17,17,0.10967741935483871,0.23529411764705882,0.4019607843137255,0.5853658536585366,0.9534883720930233,25.47992793597481,5.42516574852862,44.91909868222919,0.013289036544850499,-46.31792165355769,1.2809362317187178,45.0,167.0,2024-01-12,2026-05-09
KZT,corridor_exit_down_L10_r200_b25bp,corridor_exit_down,favourable_now,"{""breakout_bps"": 25.0, ""direction"": ""down"", ""lookback"": 10, ""max_range_bps"": 200.0}",2,no_lower_price_in_next_h_observations,12,12,0.07741935483870968,0.16666666666666666,0.3972222222222222,0.4195804195804196,0.973421926910299,37.91678272740045,16.430042523235983,63.172668132019,0.0033222591362126247,-49.43717927180597,-0.1515251770843516,56.0,167.0,2024-01-12,2026-05-09
