date,currency,observation_index,calendar_anchor,anchor_day,days_from_anchor,level_percentile_20,attractive,reminder_fallback,signal_source,message_fact
2026-06-05,KZT,4054,2026-06-05,5,0,0.5,False,True,calendar_reminder,Плановый перевод на 5-е число: сумма и реквизиты уже заполнены
2026-06-05,TJS,4054,2026-06-05,5,0,0.05,False,True,calendar_reminder,Плановый перевод на 5-е число: сумма и реквизиты уже заполнены
2026-06-05,UZS,4054,2026-06-05,5,0,0.05,False,True,calendar_reminder,Плановый перевод на 5-е число: сумма и реквизиты уже заполнены
2026-06-20,AMD,4064,2026-06-20,20,0,0.05,False,True,calendar_reminder,Плановый перевод на 20-е число: сумма и реквизиты уже заполнены
2026-06-20,KGS,4064,2026-06-20,20,0,0.1,False,True,calendar_reminder,Плановый перевод на 20-е число: сумма и реквизиты уже заполнены
2026-06-20,KZT,4064,2026-06-20,20,0,0.25,False,True,calendar_reminder,Плановый перевод на 20-е число: сумма и реквизиты уже заполнены
2026-06-20,TJS,4064,2026-06-20,20,0,0.15,False,True,calendar_reminder,Плановый перевод на 20-е число: сумма и реквизиты уже заполнены
2026-06-20,UZS,4064,2026-06-20,20,0,0.2,False,True,calendar_reminder,Плановый перевод на 20-е число: сумма и реквизиты уже заполнены
2026-07-05,AMD,4074,2026-07-05,5,0,0.2,False,True,calendar_reminder,Плановый перевод на 5-е число: сумма и реквизиты уже заполнены
2026-07-05,KGS,4074,2026-07-05,5,0,0.2,False,True,calendar_reminder,Плановый перевод на 5-е число: сумма и реквизиты уже заполнены
2026-07-05,KZT,4074,2026-07-05,5,0,0.05,False,True,calendar_reminder,Плановый перевод на 5-е число: сумма и реквизиты уже заполнены
2026-07-05,TJS,4074,2026-07-05,5,0,0.2,False,True,calendar_reminder,Плановый перевод на 5-е число: сумма и реквизиты уже заполнены
2026-07-05,UZS,4074,2026-07-05,5,0,0.15,False,True,calendar_reminder,Плановый перевод на 5-е число: сумма и реквизиты уже заполнены
2026-07-20,AMD,4084,2026-07-20,20,0,0.0,False,True,calendar_reminder,Плановый перевод на 20-е число: сумма и реквизиты уже заполнены
2026-07-20,KGS,4084,2026-07-20,20,0,0.0,False,True,calendar_reminder,Плановый перевод на 20-е число: сумма и реквизиты уже заполнены
2026-07-20,KZT,4084,2026-07-20,20,0,0.1,False,True,calendar_reminder,Плановый перевод на 20-е число: сумма и реквизиты уже заполнены
2026-07-20,TJS,4084,2026-07-20,20,0,0.0,False,True,calendar_reminder,Плановый перевод на 20-е число: сумма и реквизиты уже заполнены
2026-07-20,UZS,4084,2026-07-20,20,0,0.15,False,True,calendar_reminder,Плановый перевод на 20-е число: сумма и реквизиты уже заполнены
2026-08-05,AMD,4096,2026-08-05,5,0,0.0,False,True,calendar_reminder,Плановый перевод на 5-е число: сумма и реквизиты уже заполнены
2026-08-05,KGS,4096,2026-08-05,5,0,0.0,False,True,calendar_reminder,Плановый перевод на 5-е число: сумма и реквизиты уже заполнены
2026-08-05,KZT,4096,2026-08-05,5,0,0.0,False,True,calendar_reminder,Плановый перевод на 5-е число: сумма и реквизиты уже заполнены
2026-08-05,TJS,4096,2026-08-05,5,0,0.0,False,True,calendar_reminder,Плановый перевод на 5-е число: сумма и реквизиты уже заполнены
2026-08-05,UZS,4096,2026-08-05,5,0,0.0,False,True,calendar_reminder,Плановый перевод на 5-е число: сумма и реквизиты уже заполнены
